,ID,Text,Sub-task A,Sub-task B,en_translation
1652,C7.2096,"ये लोग संजू जैसी मूवी की खूब तारीफ करते हैं लेकिन कबीर सिंह जो कि पूरी तरह
काल्पनिक कहानी पर आधारित उससे चिढ़ रहे हैं।",NAG,NGEN,These people tend to praise the movie like Sanju but Kabir Singh that are completely irritated him based on fiction.
1653,C4.2133,Wahh bhai apko mene request Kiya tha Kabir singh movie review ke liye,NAG,NGEN,Brother did you assemble request Kabir Singh Movie Review
1654,C36.1078.2,Tera dimag tatti ka bna hua hai bc,OAG,GEN,Your mind just made up of plumbing
1655,C38.155,"[2:37](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=2m37s) yar ye society kya
hai Is india se me Bohut hate karta hu Har baath Hamere society tumhari life
society ko kya karna",OAG,NGEN,[2:37] (Https://wwvkutubkcom/wac?v=ZzsAuDkXqlM&ti=2m37s) yar ye society kya hai Is india se me Bohut hate karta hu Har baath Hamere society tumhari life society ko kya karna
1656,C4.1344,realistic movie nhi chlta hai dost.,NAG,NGEN,Not Realistic Movie show friends.
1657,C7.1208,Pratik bhai apka review shandar hai,NAG,NGEN,Icons brother Your review fantastic
1658,C7.1552,Pagal khanne sei bahar kabb ayia tu,OAG,NGEN,Crazy Khan Sei out to kebaba ayie
1659,C7.467,"Oyeeeee tu dhusa ra bjp..... k pet haii tera drama..... bus kar sab.... dusro
ko judge karne ki habit... tujhe mai... dramebaz...",CAG,NGEN,IEA you Dhusa State party ..... a stomach thy drama ..... just .... all others Habit to judge you ... I ... Dramebajh ...
1660,C7.515,"Bhai movie ka review kro ..reviews ka review ni kro .. sabke pass dimag h log
sab samjhte",CAG,NGEN,Do not review the brothers do review the movie Kkraviavs .. everyone's mind level people understand all
1661,C7.716,"कुल मिलाकर ये फिल्म चूतियों के लिए है जिनकी जिन्दगी में लौंडिया बाजी के आलावा
कुछ रखा नहीं है कॉलेज का मतलब करियर.बनाना नहीं लौंडियाबाजी और बाप के कैश पर ऐश
करना होता है ऐसी घटिया फिल्मों को फ्लॉप ही होना चाहिए जिसमें नंगाई हवस के
अलावा कुछ नहीं होता है ऐसी फिल्में समाज में गंदगी फैलाने और लड़कीबाजी को बढझावा
देने के लिए बनतीं हैं ताकी काण्डो बनाने वाली कम्पनियां अपना माल धड़ल्ले से बेच
सकें मुझे ऐसी घटिया फिल्मों में कोई अच्छाई नज़र नहीं आती समझ नहीं आता कि
ऐसीफिल्मों को कोई भी क्रिटीक कैसे अच्छाई ढूंढ सकत है । ऐसी ही घटिया फिल्मों की
बाढ़ सीआ रही है आजकल।",OAG,NGEN,In addition to the overall film is to Ash Cution is that you do not put anything except tranny stake in college life means cash not Lundiabaji and father Kriyrkbnana to be a flop such lousy movies that nakedness some lust you would not minister to Bdjawa disperse dirt films society and Ldkibaji so the Kando making companies indiscriminately their goods Sale can not understand I do not see any good in such lousy movies that Aesifilmon can anyone find how good the Kritik. Is similar Sia influx of substandard films nowadays.
1662,C36.993.5,"Bhuvnesh tiwari tum sahi ho yeh Vidhi Chaudhary jaise dalal cheer gaayi hain .
yeah kya jhane apne bhaajhood ko.yeh khuda nirlaj hain",OAG,NGEN,Bhuvanesh TI did you rip broker like right method Ch. These are what Jane Its Bajod Kokyh inscribed brazen
1663,C25.19,aaroop galat saabit hone per ladkiyo ko bhi saja honi cahiye,NAG,NGEN,Charges girls proved wrong must be punished
1664,C25.540.3,क्या फ्लेविया मैडम के कोई लड़का नहीं है ?,NAG,NGEN,There is no boy Flavia Madam?
1665,C9.231,राजदीप जी को भी सब देशद्रोही बोलते शर्म आती है।,CAG,NGEN,Rajdeepji too ashamed to tell all defected.
1666,C10.148,Arnab kangfu kutta hai godi Media Haram khor,OAG,GEN,Arnab Kangfu dog Godi media bastard
1667,C7.169,Arjun Reddy bhi dekhi bahut bahut acchi hai,NAG,NGEN,Arjun Reddy also observed very well
1668,C9.318,Perfect bole sir,NAG,NGEN,Perfect bole sir
1669,C32.85.3,@Jigar Kumar to do nbr,NAG,NGEN,@ Liver Kumar two Nbr
1670,C36.697,Hume Hizro ki fauj nahi chahiye🤣🤣🤣🤣,CAG,GEN,We do not want hordes of Hijhro
1671,C7.1632,"Ye liberals and Feminists ki baat aap kar rahe ho vo Film Companion ka review
hain...saale dogle😏😏",OAG,NGEN,They speak of Liberals and Feminists Are you they review the film Companion ... brother duplicity
1672,C7.1777,Kitna biased h ye video...,NAG,NGEN,How biased are these videos ...
1673,C4.2173.4,"@Gaurav abey anpadh ke bachche they are actors doing their job saale badsoorat
jobless loser",OAG,NGEN,@Gaurav abey anpadh ke bachche they are actors doing their job saale badsoorat jobless loser
1674,C26.298.5,"jo usne kiya uske baad uski life bhi toh barbaad ho gayi na abhi toh jail mein
hi hai na 15 lakh toh 3 saal mein kama lunga",NAG,NGEN,"Which has not been after her life, too, not just the symptoms, the prison became Toh waste 15 million Toh will earn 3 years"
1675,C36.641,Army me nhi hona chahiye ye log,NAG,NGEN,Army should not they
1676,C36.1028,Sahi hai..,NAG,NGEN,correct..
1677,C4.550,"[4:20](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=4m20s) bhai ka expression
dekh ke bahut hsi aayi",NAG,NGEN,[4:20] (Httpः: //vvvkutubkcom/wac? V = N_jnfkanjays 0 & t = 4 M 20 C) dropped Hsi see expressions of brother
1678,C7.2378,"Yes actually acha filmmaker woh hai jo audience ko uncomfortable kare...aur
whi iss film mein hua hai...yeh film kabir singh ki life ke upar...usne life
mein jo actions liye unke upar hai...chahe woh sahi ho ya galat ... yeh
journey hai uss character ki...toh kuch bhi galat nhi hai film mein...sbse
important baat yeh hai.. ki aaj bhi hmari society kabir singh jese logo ko
dekhna nhi chahti aur tabhi log film dekhte hue uncomfortable hue... aur yahi
film ki jeet hai...and hats off to sandeep reddy vanga...nd shahid kapoor",NAG,NGEN,Yes actually acha filmmaker woh hai jo audience ko uncomfortable kare ... aur whi iss film mein hua hai ... yeh film kabir singh ki life ke upar ... usne life mein jo actions liye unke upar hai ... chahe woh sahi or wrong ... yeh journey hai uss character ki ... toh kuch bhi galat nhi hai film mein ... sbse important baat yeh hai .. ki aaj bhi hmari society kabir singh jese logo ko dekhna nhi chahti aur tabhi log film dekhte hue uncomfortable hue ... aur yahi film ki jeet hai ... and hats off to sandeep reddy vanga ... nd shahid kapoor
1679,C10.1364,Yai sab ek hi thali roy kai chate bate hai,CAG,NGEN,They all have the same plate Roy many Chate presents
1680,C10.979,"Isko koi maar kyoun nahin deta? Yeh traitors jinda rahke desh ka karenge kya??
Yeh sali to paidaishi randi hai jo ke pehle se hi pakistan ki bhasha bolti
hai. Isse maar do koi pls",OAG,GEN,Isko koi maar kyoun nahin deta? Yeh traitors jinda rahke desh ka karenge kya ?? Yeh sali to paidaishi randi hai jo ke pehle se hi pakistan ki bhasha bolti hai. Isse maar do koi pls
1681,C4.1984.4,"@Ashish Kushwaha kabir singh ki jai se fiction chutiyo ki life ji nay Ka try
mat kar na",NAG,NGEN,@ Ashish Kushwaha Kabir Singh Life Fiction Chutio JAY G. Do not forget level of
1682,C4.1437,"Kabir singh londo ki movie toh pta nhi kaise thi may be wo daaru peeta hai,
apni marzi ki krta hai, issliye.  
But iss movie mein dekhne ka jo tha wo tha shahid kapoor ka act, uski
performance, acting jo ki badhiya thi.",NAG,NGEN,"Kabir Singh Londo Ki Movie Toh Pta Nhi Kaise Thi May Be Wo Daaru Peeta Hai, Apni Marzi Ki Krta Hai, Issliye. But iss movie mein dekhne ka jo tha wo tha shahid kapoor ka act, his performance, acting, which was Bdaia."
1683,C7.1233,Ab aap pakane lage ho,NAG,NGEN,Now you're beginning to ripen
1684,C4.1269.3,@ش حسين Sahi bola bhi Apne,NAG,NGEN,@ ش حسين their speaking right
1685,C7.2222.4,"@Be Positive Sirf aap hi ko lagta hai aapke views sahi hain. Duniya mein Akeli
sahi ho baaki Sab BURE hain.",CAG,NGEN,@ Bay positive just right Views do you feel the same. Alone perfect world everyone else is bad.
1686,C7.624,"Kya bat bola yar. Dho dala in sab ko.  
  
Keep it up bro.😣🙏👍✌👌👏",NAG,NGEN,What did man. These are all washed. Keep IT sub BRO.
1687,C7.2038,311 dislikes. Feminists aur liberals ne kiye hain,NAG,NGEN,311 Dislikes. Feminists and Liberals have made
1688,C7.2429,Aap pehle se mote ho gaye ho,NAG,NGEN,You have already Large
1689,C9.108,रॉय ये बहुत बड़ी वेश्या हैं,OAG,GEN,Roy are great whore
1690,C21.108,"Sir please review Malayalam movie Premam  
It's remind me movies like geetha govindam and 96",NAG,NGEN,Sir please review Malayalam movie Premam It's remind me movies like geetha govindam and 96
1691,C61.785,Vikari ka lebel dekho,NAG,NGEN,Label look pathogenetic
1692,C36.1137.4,@केशव पाठक sahi kaha,NAG,NGEN,@ Keshav reader Sahi Kaha
1693,C7.2208,Oii pagalchod har bar edhar udhar ka bate 6hor or film review kor,OAG,GEN,Oi Pglcod each time around to distribute 6 Hor and film review core
1694,C7.901,Bahut badhiya pratik bhai,NAG,NGEN,Awesome Icons brother
1695,C10.35,"Ye Congress har kaam me gandhi ji ka naam leti hai lekin abhi desh me jo hinsa
karwa rahi hai wo bhi Pradhanmantri aur gruhmantri ke clarification ke baad to
ab kahan chale gaye Gandhi ji ke siddhant.",CAG,NGEN,Ye Congress har kaam me gandhi ji ka naam leti hai lekin abhi desh me jo hinsa karwa rahi hai wo bhi Pradhanmantri aur gruhmantri ke clarification ke baad to ab kahan chale gaye Gandhi ji ke siddhant.
1696,C9.251,"Sahi h bhai unhone bola apna name Ranga Billa bta dena  
Unhone sweekar kar liya Ranga Billa rapist or murderer the  
Jo yeh name batayega woh bhi unhi category Ko follow karega  
Woh bhi rapist ya murderer hoga  
Are bhai sarkar aapke bhale ke liye kuchh lekar aayi h use sweekar karo  
So called intellectuals ki MC",OAG,GEN,Sahi h bhai unhone bola apna name Ranga Billa bta dena Unhone sweekar kar liya Ranga Billa rapist or murderer the Jo yeh name batayega woh bhi unhi category Ko follow karega Woh bhi rapist ya murderer hoga Are bhai sarkar aapke bhale ke liye kuchh lekar aayi h use sweekar karo So called intellectuals ki MC
1697,C4.2235,Kamal kar rahe ho bro,NAG,NGEN,Amazing are the BRO
1698,C19.163,"kasam se yaar itna bada c****a vala review maine ek baar quora pr padaha tha
aur es baar the lallantop pr dekha, bhai mujhe to lag raha hai ki tujhe v ye
film samjh me nhi aai. dude thoda homework to kar leta ki sec. 375 ki
controversies kya h.",CAG,NGEN,"I swear man so Bada f **** a vala review maine ek baar quora pr padaha tha aur es baar the lallantop pr dekha, bhai mujhe to lag raha hai ki tujhe v ye film samjh me nhi aai. dude thoda homework to kar leta ki sec. 375 ki controversies kya h."
1699,C36.1166,Sahi bat h,NAG,NGEN,The same thing
1700,C4.1688,Kabir Singh aur rapist mein koi antar ni h,OAG,NGEN,Kabir Singh have no differences rapist
1701,C7.154,Bhai aadha shave kiya tha ?,NAG,NGEN,Brother was half shaved?
1702,C38.201,"Bhai tum log Kahan ja rahe ho ye gay and lesbian are not allowed in our
religions or islamic point of view see iski bohot shakt saza ha bohot see
pandit or molviyon ne is bare 1 example di ha k jab mard,mard se sex karta ha
to un dono k hat men 1 churi dedi Jaye or kaha Jaye k Puri taqat see zameen
men ghusa do to koi bharosa nahe k zameen see khoon nikalna shru ho jaye",CAG,GEN,"Bhai tum log Kahan ja rahe ho ye gay and lesbian are not allowed in our religions or islamic point of view that see iski bohot shakt saza ha bohot see pandit or molviyon ne is bare 1 example di ha k jab mard, sex with men so they un dono k hat men 1 churi dedi Jaye or kaha Jaye k Puri taqat see zameen men ghusa do to koi bharosa nahe k zameen see khoon nikalna shru ho jaye"
1703,C4.832,Sab actors chutiya hain ye aam aadmi wo log Ko Raaja bnaya aur paisa diya,CAG,NGEN,All actors Cutia the common man that made those king and money
1704,C7.1103,"I can make sure Yeh banda aaj tak single hai, hila hila K Thak gya is liyea
Yeh Itna chutiyapa faila rha hai.",OAG,NGEN,"E Can Make Surrey it banda single to date, tired of shake is spreading to it so Chutiapa."
1705,C7.2296,Sucharita flim companion k bare m h,NAG,NGEN,Sucharita flim companion k bare m h
1706,C10.515.1,@JAYESH patil 😂😂😂😂😂,NAG,NGEN,@ Jayesh Patil
1707,C9.230,"Maine apne ghar pe ek chaukidaar rakha, ab wo chaukidaar kahta hai tum sabit
karo ki tum hi is ghar ke malik ho.",NAG,NGEN,"I put my house on a janitor, she watchman says you can prove that you are the master of this house."
1708,C4.818,"[14:39](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=14m39s) Mai kehta ye
chutiyapanti hai .",NAG,NGEN,[14:39] (Httpः: //vvvkutubkcom/wac? V = N_jnfkanjays 0 & T = 14 M says 39 Number May) is Cutiapnti.
1709,C20.309.1,Arre... Kehna kya chahti ho? 😂😂,NAG,NGEN,Hey ... say what you want?
1710,C7.1664,Spoiler the bolna chahiye tha bhai 😕,NAG,NGEN,Spoiler was supposed to speak brother
1711,C32.80.3,@Vinay Hotty ACCHI BAT H SHADI KROGE KYA MUJSE .,NAG,NGEN,@ Modestly Hotti good are they gonna do to me marriage thing.
1712,C33.7,Allah ka kahar barsega jaab tum log iss paap ko promote karrahe ho,CAG,NGEN,Allah havoc Brsega when you guys get promoted you doing this sin
1713,C7.1119,Bahut mast bole bhai superbbb 😘,NAG,NGEN,Very cool snapped brother Suprbbb
1714,C4.2101.3,"@Santu Chakraborty Ye baat Jake un Feminists se pooch jo din raat Tumblr aur
social media pe jaake mardo ko gaali bakti he. Father's day ko BAN karane ki
maang karti he aur , KILL all men ke naare lagati he",OAG,GEN,"@Santu Chakraborty Ye baat Jake un Feminists se pooch jo din raat Tumblr aur social media pe jaake mardo ko gaali bakti he. Father's day ko BAN karane ki maang karti serve slogan for he aur, Kill All O"
1715,C4.2168,"Bhai KGF ka review kb karoge??  
Tumhare teaser review ke baad hi maine movie dekhi!! 🤘🤘🤘🤘",NAG,NGEN,Will brother review of Kgf when ?? After you teaser review as I viewed the movie !!
1716,C23.24,"Aap sirf Hollywood ki hindi me dubbed Hoke aati he wahi movie ya web series ka
raview kiya karo kyo ki india me 80 % log hindi dubbed movie hi dekhte he",NAG,NGEN,You will see only those 80% Hindi Dbed movie Dbed passes come ye did Rviav movie or web series because India Hindi Hollywood O
1717,C32.11.2,@Pravin Nimje number de,NAG,NGEN,@Pravin Nimje number de
1718,C36.1137.5,"@Naveen Lamba bhai Gu tatti ko khte hai na?  
Chlo aaj ek doubt to clear hua kahin Q aa jaye",CAG,NGEN,Not @ New prolong brother says th plumbing? Clear a doubt come today comes from Q
1719,C7.208,"Three meter above the sky. spanish movie review karo..bollywood remake hoga
toh atcha hai.",NAG,NGEN,Three meter above the sky. spanish movie review karo..bollywood remake hoga toh atcha hai.
1720,C10.1156,"Are arbanbhai tum itna shor kyu machate hai? Ham to drama hi samjte hai. Tum
ha to channel chaotic hai to family bolte hai na take kyu de kho rahe ho?",NAG,NGEN,"Hey Arbnbi why you rage so much noise? We understand the drama. You're losing not take us speak Family If yes, then channel Chaotik?"
1721,C9.148,Esame nya kya pura desh. 89%longo ko sarkar viswas nahi hai. Baki andhbhakt,CAG,NGEN,This new nation. 89% people do not have government Biswas. The rest Andbkt
1722,C36.1136,Y log army m jake wha v yhi ...”1 gandi machli saare talab ko gnda kr deti h”,CAG,NGEN,"Other people's Jake wha persons in the Army ... ""are a dirty one dirty fish in the pond"""
1723,C7.1526,आपकी हिन्दी और अंग्रेजी दोनों भाषाओं पर शानदार पकड़ है।,NAG,NGEN,Your Hindi and English hold great on both languages.
1724,C38.505,End vala banda cool tha...uska bhi timeliner ka actor bna lo..,NAG,NGEN,Banda an end school was ... Take it remains actor Timeliner ..
1725,C7.2090,"sir plz hackshow ridge ka review kro na plzzz .ye bhut hi shandhar movi h ek
bar dheko sir plz",NAG,NGEN,Sir Pljh Hkso date review of the ridge not Pljhghjh These are very popular Movi once Deko Sir Pljh
1726,C19.87,Bhai tu review mat de...bahut confusing review deta hai,CAG,NGEN,Brother thou not review ... is very Knfusing Review
1727,C4.1139,"**[14:00](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=14m00s)** **ek number
line bolee hai bhai....**",NAG,NGEN,**[14:00](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=14m00s)** **ek number line bolee hai bhai....**
1728,C45.529,Oi kutta a video q banae?ladki aese nahi hain.ladki itna ghatia nahi hain?,OAG,GEN,Oi maintain dog received video Q Girl that.That female unlikely to do so Gtia?
1729,C7.1473,"Feminist: hum duniya ko badal denge....  
Pratik bhai: behno pehle apne aap ko badlo.. 🤣😂",CAG,NGEN,Feminist: We'll change the world .... symbol brother sisters before yourself Change ..
1730,C33.17,"Apke Video dekh kr Mere face pr Allways smile hote h so uske lye Thanku so
much",NAG,NGEN,Consists Alves smile on my face to see your videos are asleep to her Thank you so much
1731,C4.1263,"Oee Launde Kya hal Chal ?  
Has changed to  
Ooo mere bhai Kya hal chal?",NAG,NGEN,Oi Lunde What's the solution? Has Changed So Ou Chal Mere Bhai what the solution?
1732,C7.1709,Come to the point ... Yaar Kya bakchodi bana rha hai,CAG,NGEN,So the point is ... love is what makes Bkchodi
1733,C7.1165,Sai hay bhai,NAG,NGEN,Sai hay brother
1734,C19.165.1,"@ratnesh goswami me Google se knowledge Leta hu aur jab muslimo ko samajhna ho
toh terrorist ko dekhleta hu  
Ab tu konsi fraud University se knowledge Leta haipehle uski qualifications
check karlena",CAG,NGEN,@ratnesh goswami me Google se knowledge Leta hu aur jab muslimo ko samajhna ho toh terrorist ko dekhleta hu Ab tu konsi fraud University se knowledge Leta haipehle uski qualifications check karlena
1735,C4.1354,"bhai ye tumko bata rha h ki KYA NEHI KRNA H  
bossdiwale bhaiyo,please iski baat manlo, nehi to pachtaoge",OAG,GEN,"Brother These do of themselves to schools telling you Bossdiwale brothers, Please Speak Suppose, if not regret"
1736,C9.2,"Arundhati Roy should be put in a small cell with people like Ranga and Billa
and watch the fun of this Kung Fu ka kutti.",OAG,GEN,Arundhati Roy should be put in a small cell with people like Ranga and Billa and watch the fun of this Kung Fu ka kutti.
1737,C7.1278,"Jo bhi h movie to copy paste hi h,",NAG,NGEN,"Whatever level movies, copy and paste the same level,"
1738,C36.377,"Jo log bhi un videshio k hicab se bolrahe hnn ,kripaya karke fullstop
lagaye,Hindustan k natural climate k hicabse socho and hnn totally I agree
with general [Rawat.ye](http://rawat.ye/) humare conditions Ko match nhi
karta.. practically socho na ki emotionally..",CAG,NGEN,"Jo log bhi un videshio k hicab se bolrahe hnn, kripaya karke fullstop lagaye, Hindustan k natural climate k hicabse socho and hnn totally I agree with general [Hriawatkye] (Actiteepi://rwatkye/) humare conditions Ko match nhi does .. practically socho na ki emotionally .."
1739,C10.1217,"Isi liye aadhar zaroori hai.. Tum jaise logo ki wajah se saare pareshani mein
hai",CAG,NGEN,This is the basis for important .. you all the trouble caused by such people
1740,C4.1158.1,"@KRATZZ sacred games season 2 bht acha h... Bss jo log web series nii dkhte...
Unhe smjh nii aya",NAG,NGEN,@ Krtjhjh Sacred Games Season 2 dens Acha level ... just those web series New Dkte ... understand them come Ni
1741,C59.787,"[4:00](https://www.youtube.com/watch?v=8us63u9lV1s&t=4m00s) **Lauri bol raha
hain (woh kya hain) maa c**d dunga main uska unko jitna bar dakraha houn mera
ji chahta hai muu main Laura ghusa dun**",OAG,GEN,[4:00] (Https://wwvkutubkcom/wac?v=8us63u9lVls&ti=4m00s) ** Lauri bol raha hain (what he) mother f ** d dunga main uska unko jitna bar dakraha houn mera ji wants to value me into Laura **
1742,C7.1136,"Pictures samaj ko sudharne k liye bnani chahiye na ki aur jyada teenagers ko
criminal bnane ke liye",CAG,NGEN,Piktures should be made for the improvement of society and not to become a criminal more teenagers
1743,C36.540,Aarmy me hijdo ki jrurt ni hai..,OAG,GEN,Need eunuchs in the Army's new ..
1744,C7.2583.1,"@Sanchit Chaudhary aap sensible ho , pls ye baat jake iss mote gende bhainse
jaise review dene wale pratik hota de ko bhi samajhao, ki jo galat hai woh
galat hai . Nhi to kl ko to ye rape krne walon ko bhi brave btayega or fir
bolega ki ye feminist ke munh pe tamacha hai",CAG,NGEN,"@Sanchit Chaudhary aap sensible ho, pls ye baat jake iss mote gende bhainse jaise review dene wale pratik hota de ko bhi samajhao, which is wrong is wrong. Nhi to kl ko to ye rape krne walon ko bhi brave btayega or fir bolega ki ye feminist ke munh pe tamacha hai"
1745,C36.1147.3,"Condom????Kuch dusra nahi mila kya life ko dalne ki liye.gand ka surag bhi
chalta.",OAG,GEN,Condom ???? something else not found what shows also leads Lia.gnd of putting life.
1746,C36.947,"Agr tum log homosexual hote  
Aur jab isi karan se job nahi milti  
Tab tumhe samajh ata ki wo log kitni pareshani jhelte hai  
Apni soch badlo  
( Yeh un logo ke liye hai Jo homosexuals ko sirf ek majak samajhte hai )",OAG,NGEN,Agr tum log homosexual hote Aur jab isi karan se job nahi milti Tab tumhe samajh ata ki wo log kitni pareshani jhelte hai Apni soch badlo (Yeh un logo ke liye hai Jo homosexuals ko sirf ek majak samajhte hai)
1747,C7.1979,"bhai aap ko advocate hona chahiye tha, galat platform pe hai aap. Click kiya
tha review dekhne per yaha toh kuch alag hi chal raha hai, kabhi gussa, kabhi
""dirty picture"", bc channel bandh ker bhosdi ke.",OAG,GEN,"bhai aap ko advocate hona chahiye tha, is on the wrong platform you. Click kiya tha review dekhne per yaha toh kuch alag hi chal raha hai, kabhi gussa, ever ""Dirty Picture"", bc channel bandh ker bhosdi ke."
1748,C7.894,"Mdrchod youtube teri bhn ko koi kabir singh movie se inspire hoke chodega tab
tera land fatega aache se",OAG,GEN,Mdrchod YouTube your sister leave no Kabir Singh Hoke Inspire the movie and your cock Ftega Ache
1749,C33.5,Sodomme Jo hua tha wo tum logoke saath bhi hOAG,CAG,NGEN,Sodonme which was that you Hoyg with Logoke
1750,C20.293,Har cheez m feminism dalna zaroori h aapko ?,NAG,NGEN,Are you required to put feminism in everything?
1751,C7.1231,Sir aap to hard wale youtuber nikle 🔥🙏,NAG,NGEN,Went head to look hard to Utuber
1752,C38.763,thik hai pr private hi rakhe log isko bataye na publicly,NAG,NGEN,Right on private laid not people tell it Pblicli
1753,C7.1719,"Bhai jitne aap dukhi ho in doglo se utna hi jyada mai dukhi hu in fact mera
mann karta hai mai ek shooter ban jau or aise doglo ko chun chun ke maru",OAG,NGEN,Brother as you grieve the more these Doglo I'm sad in fact that I thought I'd died in the selectively go after a shooter such Doglo
1754,C7.993,Dho dala,NAG,NGEN,washed
1755,C4.1449,"Sir bilkul sahi sir is bollywood ke sach ko aap samne layo national level par
aaj kal sexual harashment kui hote he is sab ka ek hi karan he ye sab dekh
dekh kar",CAG,GEN,Sir bilkul sahi sir is bollywood ke sach ko aap samne layo national level par aaj kal sexual harashment kui hote he is sab ka ek hi karan he ye sab dekh dekh kar
1756,C36.352,"Koye Desh sewa karna chahta hai to isme kya buraye hai...but hame Apne Desh ka
Maan sammaan hamesa ucha rakhna hai aur har ek Sainik ka ye kartavya hai uske
leye antar Aatma Pavitra hone chaheye .",NAG,NGEN,Koye Desh sewa karna chahta hai to isme kya buraye hai ... but hame Apne Desh ka Maan sammaan hamesa ucha rakhna hai aur har ek Sainik ka ye kartavya hai uske leye antar Aatma Pavitra hone chaheye.
1757,C38.726,"Homosexual hona new world order hai jo duniya ko tabahi k ek or kadam aagey le
jaayega , ye illuminati agenda.",OAG,GEN,"Raver to the world that New World Order catastrophe that will take another step forward, the Illuminati agenda."
1758,C7.1567,Oye partik ji...dosti karogey...mugh se... Sunil Dewan..98206 63694.,NAG,NGEN,"Would Oye Partik G ... friendship ... mouth ... Sunil Devnkk98206 63,694."
1759,C7.332,Ekdum dil ki baat ❤️,NAG,NGEN,Just a matter of the heart ️
1760,C7.1969,Jabardast review Pratik bhai ..... blockbuster Kabir Singh,NAG,NGEN,Great review symbol brother ..... blockbuster Kabir Singh
1761,C4.681,"Bhayi chahte Kyaaaaaaa ho tum  
  
  
Chutiyo ko samjhane ne see kuch ni hoga  
Vo vohi rahenge  
Aap dekhte nahi ho Kya log actors ko pagalon ki tarah follow karte hain",OAG,NGEN,Brother want Kyaaaa if you would rather have some explaining Chutio which he will Vohi to follow madly what those actors not you see
1762,C4.2110,"kabka isi ka wait kr rha thaa...  
bhai ka kabir singh pr review kyu nhi aaya abhi tak  
....love you bhai.....",NAG,NGEN,"Kbka was wet with the same ... brother, why did not review the Kabir Singh yet .... I love you bro ....."
1763,C21.144,Mst movie h..m dekha....silently shout h ye movie,NAG,NGEN,Mst movie h..m dekha....silently shout h ye movie
1764,C7.1648,Bhut shai prateek bhai 💓,NAG,NGEN,Colonial educational symbol brother
1765,C4.764,Mansutra bhai shab mastribution kum kro kabir Khan 🤣,NAG,NGEN,Mnsutr brother Lower term Mastrybusn Kabir Khan
1766,C4.1634,"Finally ...koi to meri tarah sochta h..  
Thank u swetabh bhai",NAG,NGEN,Finally ... someone think like me are .. Thank shall Swetab brother
1767,C7.2253,"Bahut hi sateek review, me agar film dekh bhi leta Hoon, to bhi jab apka
review ata he jaroor dekhta hoon. Kyonki jis tarah se aap film ki philosophy
ko explain karte Hain, shayad film ka director bhi nhi Kar payega😁",NAG,NGEN,"Bahut hi sateek review, me agar film dekh bhi leta Hoon, to bhi jab apka review ata he jaroor dekhta hoon. Kyonki jis tarah se aap film ki philosophy ko explain karte Hain, shayad film ka director bhi nhi Kar payega"
1768,C4.2195,**kitno ko kabir singh movie unrealistic lagi?😂**,NAG,NGEN,** How many did Kabir Singh Movie Unrealistik? **
1769,C7.677,"Bhai itna lamba vedio mat banaya karo, words repeat mat karo,bor kar rahe ho",NAG,NGEN,"Brother Do not do not make such a long Vedio, word repeat, bore"
1770,C7.1091,Tum ek number ke maha chutiya insaan ho itni Bakwaas kyo karte ho 😒😒😒😒😒😒,OAG,NGEN,Why General bloody man a number of so fuck do
1771,C9.226,"अरूंधती राए कह रही है लोकतंत्र के हत्यारो को हि कसूरवार ठहराए यानी कोई यानी
NRC मे कोई आपका नाम पुछे तो लोकतंत्र के हत्यारो यानी रंगा बिल्ला पर सारी बात
ढोल दे और यह सही भी है रंगा बिल्ला ही इसके लिए जिम्मेदार है तो नाम तो उन्ही का
लाखाना चाहिए? ?",NAG,NGEN,Arundhati Rae guilty doing bones assassins of democracy saying appointed ie no Asked someone your name on the NRC's giving the whole thing drumming on assassins on the painted badge of democracy and the right is colored badge to blame the names of those should Lakhana? ?
1772,C9.214,"Ranga Billa Modi 😂🤣😅.  
Kya name diya hai.👍",NAG,NGEN,Painted badge Modi. What named.
1773,C45.786,"Hole Chanel only one video very disappointed more more videos dalo yha Ka
jyeda se jyeda dalo",NAG,NGEN,Hole Chanel only one video very disappointed more more videos dalo yha Ka jyeda se jyeda dalo
1774,C7.2352,"Sir rocket man ka review kariye na jhon Elton ki biography hai unho ne hi loin
king ka music diya tha ...plz 🙏🙏🙏",NAG,NGEN,Sir Rocket Review of mind're not where Elton's biography he had given music of loin King ... Pljh
1775,C10.714,"Tu apna nam arundhati nahi halala ki aulad kutia rakh le ye sari ki sari ugly
auratey jese barkha datt etc. etc.atankwadi ban gai he in pe deshdroh ka case
karke jail me dalo ya loc ke par phenko.",OAG,GEN,Tu apna nam arundhati nahi halala ki aulad kutia rakh le ye sari ki sari ugly auratey jese barkha datt etc. Atckatankwadi ban gai he in pe deshdroh ka case karke jail me dalo ya loc ke par phenko.
1776,C9.183,"Are unhone examples diye the ki apke ke pas koi plan honi chahiye... chachaon
...jaise apki channel me bhi aasan bhasa me samjhane ki koshish ki jati hai...",NAG,NGEN,"Hey, he had Aksamples that there should be a plan to do ... uncles ... like it is trying to explain in simple language in your channel ..."
