,ID,Text,Sub-task A,Sub-task B,en_translation
1610,C44.155,bes rog roge prem,NAG,NGEN,Love to disease
1611,C59.1014,Bapok diyecho .......👍👍👍👍👍,NAG,NGEN,Extensive given .......
1612,C65.172,ছাগল।,CAG,NGEN,Goats.
1613,C59.1975,Darun bolechis bhai,NAG,NGEN,That's cool brother
1614,C68.894.5,Samaresh Biswas,NAG,NGEN,Samaresh trust
1615,C59.1133,Thik bolecchen yar,NAG,NGEN,Well Bolechcen Man
1616,C44.197,এরা ভাই বোনের সম্পর্কের শব্দটা কতোটা নোংরা করে দিচ্ছে,NAG,GEN,"The relationship between brothers and sisters, how dirty is the word"
1617,C68.1146,Vai uni pagol chara r kichu na,CAG,NGEN,He's nothing without crazy brother
1618,C46.239.2,Soitan sob Kota .,OAG,NGEN,I'll call you sob Kota.
1619,C45.586,"ওরা ভালো মানুষ ,,পেটের দায়ে এরা এসব করছে",NAG,NGEN,"They said they are looking for a good man ,, stomach"
1620,C59.936,সকলের মনের কথা❤,NAG,NGEN,Everyone's mind
1621,C59.392,2me khob sexy....hobe naki 1bar,NAG,GEN,2me cup sexy .... hobe naki 1bar
1622,C61.945,মাগির মুখে মন চায় মুতে দি ফকিন্নি একটা,OAG,GEN,Cunt want to pee in the face of the phakinni
1623,C59.806,"Dada apni vhul bolchan keno bolunto oki jane o pagal konta vhul konta kharap
ekta kotha bolbo apni kintu ranumondoler video ta niye you tube vikke karchen
jar eto apni kharap bolchilan tor phone pe namber ta dibi 10 taka dibo niye
lish tor name vikarir kac thake vhika chaiche vikerer namnie",CAG,NGEN,Dada apni vhul bolchan keno bolunto oki jane o pagal konta vhul konta kharap ekta kotha bolbo apni kintu ranumondoler video ta niye you tube vikke karchen jar eto apni kharap bolchilan tor phone pe namber ta dibi 10 taka dibo niye lish tor name vikarir kac thake vhika chaiche vikerer namnie
1624,C68.1248,Oake valo lago,NAG,NGEN,Prophecy handed support
1625,C65.118,chagol,CAG,NGEN,Goat
1626,C68.1191,"রাজা যদি গরিব হয় রাজার নজরেই থাকে বিখারি যদি রাজা হয় বিখারি নজরেই থাকে!যে অতিত
ভুলে যায় সে কি মাণুষের কাতারে থাকে???",CAG,NGEN,"If you are poor, it is the king's glance bikhari bikhari glance if there is a king! He forgets that the past is what manusera row ???"
1627,C45.669,খুব সুন্দর,NAG,NGEN,Very nice
1628,C44.240,"Agulo ki typer chutiya panti mne ara hlo mental patients adrk counciling kora
uchit 6ilo tahole ajk hoito 2jon bacha thakto",CAG,NGEN,These are the key cutiya panties Mental patiyentasa darka counseling should be considered by the 6-il today if there were maybe two Bacha
1629,C44.220.1,Muslim chodo.....,OAG,NGEN,Muslim chodo.....
1630,C45.517,Thanks bhai,NAG,NGEN,Thanks bhai
1631,C45.659.1,@Foysal Ahamed 😌😌,NAG,NGEN,@Foysal Ahamed
1632,C59.1036,"ekhon bujhlam ranu mondol pagol ,vikari, ekta chagol . tui bol vai or ganer
gala ta ki ak dom kharap ? na\ tabe or ektu eae hoe geche or tang mot khicho,
egulo valo na buhli vai.",NAG,NGEN,"ekhon bujhlam ranu mondol pagol, vikari, ekta chagol. tui bol vai or ganer gala ta ki ak dom kharap? na \ tabe or ektu eae hoe geche or tang mot khicho, egulo valo na buhli vai."
1633,C59.2143,ভাই একদম ঠিক কথা গুলো বলছেন।। অনেক অনেক ধন্যবাদ।।।,NAG,NGEN,"Exactly, says the brother of the .. Thank you very much ..."
1634,C59.374,Oh ki dile,NAG,NGEN,Oh heart
1635,C45.87,Ai jaigar nam ki??,NAG,NGEN,Land Jagger name ??
1636,C59.2174,সত্যি কথা ভাই,NAG,NGEN,In fact brother
1637,C45.397,এখুনি ফোন করো,NAG,NGEN,Call now
1638,C68.1199,এক্কেবারে ঠিক,NAG,NGEN,That's right
1639,C59.1065,Balar ranu mondal,CAG,NGEN,Balar ranu mondal
1640,C59.1459,"Aii Ranu dir jonno W.B shoho gota world taa .... kii blbo akn unake sottie
birokto laghe.",NAG,NGEN,"Ranu oba for the poor, including the whole world what I say .... it really seemed to bother him now."
1641,C44.141,Toder ki bolbo suhrer jat,OAG,NGEN,What to say of you Jat suharera
1642,C59.413,joss bro....,NAG,NGEN,joss bro....
1643,C59.1977,Rubi ke juta Mara dwarka lovi ke juta mara darkar 6 number platform ranaghat,OAG,NGEN,Ruby died of a shoe is a shoe Dwarka greedy to die Ranaghat platform number 6
1644,C61.2145,"payer juto mathy tulle ja hoy r ki😠😠😠pgli chudi mal bal.akmot hole linke
korben",CAG,GEN,"The shoes are on the feet of tulle, which will link the kipagali cudi material balaekamata"
1645,C44.120,Samajar janjal,OAG,NGEN,Smajr hardship
1646,C44.202.3,"@Priti Choudhry আমি রাখী পূর্ণিমার দিন আমার মেয়েকে বলি আমি আর আমার মা ও বাবা
কে রাখী পরা এবং ওকে আমি তিনটে রাখি কিনে দি,,,,,,,,,,ও আমাদের রাখি পরায় আর আমরা
ওকে গিফ্ট দি ও যেগুলো বেশি ভালোবাসে,,,,,,,,,আমার মা ওকে মানুষ করছে আর ও এখন
ক্লাস ৩ এ পরে,,,,,,,,,,,,,,,,,,,,,,😥",NAG,NGEN,"I tell my daughter that I @Priti Choudhry full moon day of Rakhi and Rakhi My mother and father who are wearing and put him to buy three of the ,,,,,,,,,, I am wearing and put us in, and we are more in love with him, and the gift, and now my mother is her people ,,,,,,,, Class 3 after ,,,,,,,,,,,,,,,,,,,,,,"
1647,C45.630,Ami jabo,NAG,NGEN,I will go
1648,C59.525,Ranu mondal fultu mohila,OAG,NGEN,Ranu Faltu in Mandal
1649,C45.295,asol adress,NAG,NGEN,asol address
1650,C45.138,কোথায এটা বলো না,NAG,NGEN,It did not say where
1651,C59.285,আমি তো জানতাম আমি আসলে কি। 🤣😂,NAG,NGEN,I knew I did actually.
1652,C59.720,"খুবই ভালো ভালো পয়েন্ট বলেছেন,মন ছুঁয়ে গেছে তোমার কথায়,😏😏😏😏😏😏😏😆😆😆😆",NAG,NGEN,"Very good point that the mind has touched your words,"
1653,C61.55,Ja gud maranir Bata ei Randy k ei platform e Nia esacha tar maca chudi,OAG,GEN,"Who is this guy, Randy Pussy marani which has brought it to her mother on the platform cudi"
1654,C68.1089,Akdom thik dada,NAG,NGEN,Data properly grandfather
1655,C68.594,bal ta ke lathi mere fele de.. bara.. baler celebrity 😡😠,OAG,NGEN,Force user sticks give me fele about .. .. Baier celebrity
1656,C68.942,"এই মহিলার মাথায় সমস্যা আছে
যা আমরা সবাই জানি,
কিছু ব্যাক্তি উল্টা-পাল্টা কমেন্ট করে
মহিলা কোথাও ভুল বাল বলেছে
সেই বিষয়কে ভাইরাল করে মহিলাকে আরো বিপদে ফেলতে চাচ্ছে।",CAG,NGEN,EMPTY
1657,C44.357,ki6uy bolar ney ....,NAG,NGEN,6. What process do not have to say ....
1658,C44.82,"Sala toder channel opor ropert kora uchit, sala asob baje show dekha nor
jonno, joto sob faltu channel 🤨🤨🤨🤨",OAG,NGEN,"Get your channel should be roperata the year, the worst year for men to see the show, all the bullshit Channel"
1659,C45.343,দাদা ওখানের ঠিকানা টা দেবেন,NAG,NGEN,"Dada is there, address and"
1660,C46.250,"যতো দিন হিন্দু একজোট হয়ে বিরোধিতা করবে না ততোদিন হিন্দু দের ওপর অতাচারিত হবে।
মুসলিম দুনিয়ার",NAG,NGEN,Hindus will not come together until the day as opposed to atacarita the Hindus. The Muslim world
1661,C61.359,Madar chod ranu mondol,OAG,GEN,Madar chod ranu mondol
1662,C68.908,ফকির যদি বড়লোক হয় বাপেরে বলে শালা।,CAG,NGEN,If you are rich because the poor guy bapere.
1663,C45.741,Akta meye o sundor na,NAG,GEN,"Not a girl, and beautiful"
1664,C68.166,"ভাই রাজীব। তুমি যে কথা গুলো বললে সেগুলো সঠিক। এবং আমার মনের কথা বলেছ তোমাকে
অনেক ধন্যবাদ",NAG,NGEN,Brother Rajiv. These are the words that you say is correct. You're my heart and thank you very much
1665,C61.1694,shala vab chodao,CAG,GEN,Coloring fellow film
1666,C61.869,Sali khanki,OAG,GEN,Sister Khanki
1667,C68.70,"আমাদের মনে রাখতে হবে যে . রানু মন্ডল একজন অশিক্ষিত মহিলা. মস্ত অহংকারী. তার
অনেক মন্দ ব্যবহার এর জন্যই তার ছেলে মেয়েরা তাকে দেখে না",CAG,NGEN,"We must remember that. Ranu Mandal, an uneducated woman. Proud great. Many of his daughters and his son saw him, not because of evil"
1668,C59.508,Thik bole6o Mrinmoye,NAG,NGEN,Blair is 6 clay
1669,C45.570,"Ata kothay dada plzz bolo,jayga tar nam bolo,plzzz",NAG,NGEN,"It is the older brother, please tell me, tell me the name of the place, plijaja"
1670,C68.141,Ranu bokachoda,OAG,NGEN,early bokachoda
1671,C46.266,Sathik Bichar hoyecha.,NAG,NGEN,Has a fair trial.
1672,C59.1295,Valo lagche video ta...😍😍😍,NAG,NGEN,It's good to Video ...
1673,C46.232.2,"সব ধর্মে মদ,ব্যভিচার, মিথ্যা বলা হারাম কিনতু আমরা কজনে মানি",NAG,NGEN,"All religions vintage, adultery, lying, such We are unlawful Working Money"
1674,C68.398.4,@Mahi mallik bhai ami nijei decklamnaa 🤣🤣,NAG,NGEN,"@ Mahi Malik's brother, I dekalamana"
1675,C45.313,"এদের কি ভাতার নেই টাকা রোজকার
করার জন্য",CAG,GEN,"Meanwhile, there is no allowance in order to earn money"
1676,C65.435.1,"এটা দেখেন ভাল লাগবে
<https://youtu.be/pe9IITd3_bM>",NAG,NGEN,It would be good to see <https://youtu.be/pe9IITd3_bM>
1677,C59.1763,Ranu holo amr barth room singer,CAG,NGEN,My berth room Ranu Singer
1678,C65.239,"এই মাদার চোদ নায়ক নামে কলঙ্ক...
এই ছাগল টাকে পাবনা থেকে ছারছে কবে.....",OAG,GEN,The hero of this insult Mother coda ... charache from the goats would get an eyeball when .....
1679,C46.110,🤬🤬🤬🤬,NAG,NGEN,
1680,C59.1352,"[4:35](https://www.youtube.com/watch?v=8us63u9lV1s&t=4m35s) bastob kotha
bolsen vhai.. i supported you",NAG,NGEN,[4:35](https://www.youtube.com/watch?v=8us63u9lV1s&t=4m35s) bastob kotha bolsen vhai.. i supported you
1681,C59.981,Jar jar 🐖 ache oi randi ranu k chudiye dao,OAG,GEN,"There's Randy Ranu, which give a cudiye"
1682,C59.181.1,Tor jole keno,NAG,NGEN,Why do you burn
1683,C44.207.1,He tui akhane tar name pochar korchis,NAG,NGEN,"You announce that you're here, his name"
1684,C65.161,মানুষ কতটা খারাপ হলে এইসব কাজ করে,CAG,NGEN,When people are doing worse
1685,C61.1566,tome hola bal chera tumi nijai jante,OAG,GEN,Tome Baal rip out yourself
1686,C59.905,Dada darun topic,NAG,NGEN,Add basins topic
1687,C68.57,Lalon gati,NAG,NGEN,En: Lalon speed
1688,C59.1326,Aha sotti kotha beta,NAG,NGEN,Abdullah truth Beta
1689,C59.1883,Akdam thik ktha,NAG,NGEN,Exact story
1690,C59.2293,কথায় আছে পিপিলিকা উরে মরিবার তরে,NAG,NGEN,In essence ant fly to confer die
1691,C59.1171,Biroktikor mondol 🤣🤣,NAG,NGEN,Boring Zone
1692,C59.885,Ranu mandal bhikhari,OAG,NGEN,Ranu Board beggar
1693,C46.265,"Khankir bachha oi molla choda gulo jom suorer bachha...
Ora chance pele nijer maa keo chudte pare...Oi rendir bachha gulo ke pakistan
e diye asa uchit...Khankir bachha muslim choda gulo",OAG,GEN,Khankir bachha oi molla choda gulo jom suorer bachha ... Ora chance pele nijer maa keo chudte pare ... Oi rendir bachha gulo ke pakistan e diye asa uchit ... Khankir bachha muslim choda gulo
1694,C44.102.1,"@S.B Studio জি না ভাই , সব মেয়ে যদি বোন হয় বউ হবে কে ? এই লোক গুলো এমন ভাবে
লেখেছে যেন মনেহচ্ছে মায়ের পেটের বোন এটা মানুষ একটা বাজে ধারনা দেওয়া মতো
হেডলাইন । বুঝলেন ভাই",NAG,GEN,"@ S.B Studio G brother, sister-in-law, if the girl would be? Lekheche manehacche if these people as my mother's sister, it's a bad idea to give people the headlines. Nor brother"
1695,C45.267,এ পাড়ায় দেখি দেয়ালে তৃণমুলের ফ্লাগ আর ফ্লাগ😂😂🤣😂,NAG,NGEN,Trinamool Congress flag and flag on the walls of the neighborhood watch
1696,C44.259,6eleta bokachoda,NAG,GEN,6eleta bokachoda
1697,C45.566,মাগির ছেলে তোকে কে জেতে বলেছে,OAG,GEN,"Who wins, I said boy cunt"
1698,C59.640,Ranu mondal 🙉💣,NAG,NGEN,Ranu mondal
1699,C65.269,"বলদ,",CAG,GEN,"Ox,"
1700,C55.179,baler husband thik hoye6e more6e,CAG,GEN,baler husband thik hoye6e more6e
1701,C66.56,কুত্তী রাস্তায় রাস্তায় ঘুরবে আর বেশি দিন নয়,OAG,NGEN,Dog is no longer rotate in the streets
1702,C68.248,বরিং হচ্ছে দয়াকরিয়া এটি ঠিক করো c bhai,CAG,NGEN,Just as it is barim dayakariya c bhai
1703,C55.157,eto manusik rugi,NAG,GEN,This mental patient
1704,C45.747.1,"এই ভিডিওটা একটা ইউটিউব চ্যানেল থেকে নিয়েছি , ভাই ।",NAG,NGEN,"The video is taken from a YouTube channel, brother."
1705,C46.215,"Kuttar bacha ai muslimguli aisob kora baray sala Adar sala mara das Taka
tarano dorkar",OAG,NGEN,These are the sort of Muslim ginger dog died in the ten-year cost increases to be chased
1706,C55.186,"ওরে শালী এতই খারাপ ।নিজের সামীকে মেরে ফেললি।এইসব মেয়েদের কোন কথা হবে না সোজা
কথায় একদম ফাসি।",OAG,GEN,"Powerful kill him so bad nijera samike phelalieisaba girls do not have any words, just to hang straight."
1707,C44.225.1,বোকাচুদা তুই তাহ করিস,OAG,GEN,You're so evil karisa
1708,C61.2273,"Besi english marache B.C mohila puro lo kono kichur joggo na ja payeche onek r
na.. Oirokom gola sober kom besi thake... 🤟🤟🤟🤟ore bal hata🖕🖕🖕chodna mohila
puro sojjo hoy na...",OAG,GEN,Besi english marache B.C mohila puro lo kono kichur joggo na ja payeche onek r na .. Oirokom gola sober kom besi thake ... ore bal hatachodna mohila puro sojjo hoy na ...
1709,C44.211,Ai ta hindu der cholbe,NAG,NGEN,This will be of the Hindu
1710,C59.1843,🤣🤣🤣🤣🤣🤣🤣 দারুণ।।।।।।।।।।।,NAG,NGEN,Great ...........
1711,C68.151,"Acha sby mnlam...kntu tmi vai ei ranur eto vul point nye eto vedio korcho
kno...eto ranur pechone lege tmi ki pcho vai...thakuk n je jar mto..ranur
paglami ranur kchy thkbe...kntu ranur vul pointa nye eto vedio krr tmio ki
nyok hote chacho....",CAG,NGEN,Acha sby mnlam ... kntu tmi vai ei ranur eto vul point nye eto vedio korcho kno ... eto ranur pechone lege tmi ki pcho vai ... thakuk n je jar mto..ranur paglami ranur kchy thkbe ... kntu ranur vul pointa nye eto vedio krr tmio ki nyok hote chacho ....
1712,C45.553.3,গুদমারানি মজা করে ভিডিওটা দেখলি,OAG,GEN,Gudamarani fun ox video
1713,C68.369,Ek dom thik,NAG,NGEN,A Dom fine
1714,C68.574,Tik koracha,NAG,NGEN,Has just
1715,C45.636,জাইগাটা কেথায়,NAG,NGEN,Where is the place
1716,C45.339.2,Tui tahole tor bari te eder kaj de...,NAG,NGEN,"Find your home, then you have to work for them ..."
1717,C62.340,পতিতালয় মাগি,OAG,GEN,Brothel cunt
1718,C68.385,ঝুতা সুনার ও তাক্লে কিন্তু ঝুতা পায়ের নিচে তাকে,CAG,NGEN,"Sunan and shoes, but the shoes are under the feet takale"
1719,C68.60,Ranu choodi mondol branded shoe chuure mara deserve kore,OAG,NGEN,Corey deserve branded shoe tree cukr cudi ranu Mondal
1720,C68.758,Akdm tik,NAG,NGEN,Exactly
1721,C68.930,"এত সমালোচনা করার কি আছে। ওর অসুস্থ তার কথা সবাই জানে ফলে কথায় অসংগতি থাকতেই
পারে। দরিদ্র মানুষের উন্নতি আমরা কেউ সহ্য করতেই পারিনা এটাই আমাদের মহৎ গুণ।",CAG,NGEN,There is so much to criticize. Everyone knows him as a result of his ill words that contain discrepancies. That is progress and we can not continue to tolerate the poor quality of our magnificent.
1722,C59.239,রানুকে বাদ দিয়ে অন্য ভিডিও করুন।,CAG,NGEN,Video other than ranuke.
1723,C68.102,Osikkhito osikkhitoi hoy,CAG,NGEN,Uneducated is asiksitai
1724,C45.418,Vai video kora valo na,NAG,NGEN,Brother does not like video
1725,C46.117,"A Der moto chale Der golai pa diye asbothi diye kata ucchit joto sob janoarer
dol",OAG,NGEN,A son of the neck and legs of all the animals asbati the cutting ucchita
1726,C59.222,Baler gan,OAG,NGEN,Baler gan
1727,C55.90,Khanki maagir bachha sali.. Fasi chai or,OAG,GEN,I'd like to hang hip Sali cunt slut ..
1728,C47.55,সুখের সংসারে আগুন লাগাই মেয়েরাই লোভে।,NAG,GEN,Happiness set the world on fire girls greed.
1729,C59.1825,Porta Jana na bolato okaron falltu atetud dakay,CAG,NGEN,Porta Jana na bolato okaron falltu atetud dakay
1730,C59.408,তোমার সব কথা ঠিক 👌👌👌👌আমিও আগে ওকে পছন্দ করতাম.. But এখন নয় 👌👌👌👌👌,CAG,NGEN,I liked him right before your words .. But not now
1731,C61.2202,আবাল চোদা মহিলা,OAG,GEN,Mission in film
1732,C65.405,"Porimoni onek besi vab dekhai, sob somai besi vab dekhai.",NAG,NGEN,"Parimani feeling a lot more to show, show much expression all the time."
1733,C59.355,"রাণু মণ্ডলের মেয়েকে ধরে তাপরানো দরকার,

এমন সুবিধীবাদী মপয়েদের কী আর বলবো।",OAG,GEN,"For a woman to thaparano ranu Mondal, who is serving the women say."
1734,C45.83,Dada kon jaygai aita,NAG,NGEN,This is no place Dada
1735,C59.1603,Balo,NAG,NGEN,balo
1736,C59.1481,Darun dada🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂🤣😂😂🤣😂🤣😂😂🤣😂🤣😂🤣😂😂🤣😂🤣😂😂🤣,NAG,NGEN,Daru increase
1737,C59.1521,Salute janai ami tomake😂😂😂,NAG,NGEN,I salute
1738,C61.898,Tui bal,OAG,GEN,tui bal
1739,C68.822,Rani Mondal Ekta baiman,OAG,NGEN,Queen Board Acta Biman
1740,C45.714,দাদা ঠিকানা টা বলো,NAG,NGEN,Tell grandfather address at
1741,C45.276.1,Ka go tumi,NAG,NGEN,Who are you
1742,C46.16,"Choke jol dore rakte parlam na,",NAG,NGEN,"I could not hold the tears in her eyes,"
1743,C59.1427.2,😂😂😂😂,NAG,NGEN,
1744,C59.679,Bhai saab Tomar kotha bolar style darun,NAG,NGEN,Talk to your brother sub-cool style
1745,C68.126,Vikari gan vayral Holo kinto Kato Manos k ayna Manos janana,CAG,NGEN,But how is viral bhikari songs people who were willing mirror
1746,C46.242.3,যেইসব শুয়োর ঈদ এর দিন রেপ তাদের আবার আলাহ এর ঈদ এদের আল্লাহ এ ধর্ষক,OAG,GEN,"Those living in the days of the feast of boar feast of Allah, the God of their rapists rape"
1747,C68.834,"Ami kolkata taka koushik bolchi ranu didi noy ranu ka abar stationa patia daoa
hok",CAG,NGEN,I'm silk Kolkata money Ranu Ranu is a sister station to be given Patia
1748,C68.612,Brather akdom thik khotha bollan amar monar kotha,NAG,NGEN,"Exactly my thoughts, and said Brother khatha"
1749,C59.701,দারুণ ভাই... আয় বুকে আয়... সলিড ভিডিও আমার মনের কথা বলে দিলি ভাই,NAG,NGEN,Income earned on a great brother ... ... Solid video speaks my mind Dili brother
1750,C68.816,Titel ono video ono...gundu sala,CAG,NGEN,Titel what video it ... gundu hall
1751,C68.216,"ঘমটার নীচে ক্ষ্যামটা নাচ, এই নোংরা মহিলা কে সেলিব্রিটি মানায় না",CAG,NGEN,"Khyamata under veil dance, do not justify this dirty lady celebrities"
1752,C68.1326,মানুষের ঠিক ভুল বিচার করার তুই কে রে হারামজাদা,CAG,NGEN,Who are you to judge the mistakes of the bastard
1753,C61.603,কুত্তার মতো পিটবো খানকির মেয়েকে বেয়াদব খারাপ,OAG,GEN,Bringing the slut undisciplined bad dog pitabo
1754,C55.161,Baja Maya chala,OAG,GEN,Baja Maya chala
1755,C59.603,Ranu mandal ar gan ta sunle matha gorom hoye Jai.....nice vedioo,CAG,NGEN,Ranu collar heard the song that became angry ..... Nice Video
1756,C45.209,বাকি টা কোথায়,NAG,NGEN,Where is the rest of the
1757,C59.81,গানের সুর শুনলেই কুত্তাগুলাও দৌড় দেয় 😆😆😆,CAG,NGEN,When melody ran kuttagulo
1758,C55.130,Sala gadha marka chele,NAG,GEN,Gamdha year mark boy
1759,C67.4,১০০ বিয়ে কর ।,NAG,NGEN,100 married.
1760,C68.1321,আপনার কথা আমি রাজি,NAG,NGEN,I agree with you
1761,C68.1100,"রানু মন্ডল প্লাটফর্ম এর মানুষ কিনা, তাঁকে মেনে নেওয়া আমাদের পক্ষে সম্ভব
নয়।এই হলো ভারতের সংস্কৃতি। গরীবের পুঁদে লাগতে আমরা ভীষন পছন্দ করি। সংবাদ
মাধ্যম গুলোর মেরুদন্ড হীন চামচা গীরিি মানুষ কে বিভ্রান্ত করার মাধ্যমে পরিনত
হয়েছে সংবাদ মাধ্যম গুলোর সংবাদ গুলো কখন কার কৃতদাস বুঝা দায়। আশা করি অচিরেই
মানুষ ঘুম থেকে উঠে যে জিনিসটা প্রথম ঘৃণা করবে সেটা হবে সংবাদ মাধ্যম।",CAG,NGEN,"Ranu Zone platform of the people, whether it was possible for us to accept the Indian culture nayaei. We like to take pumde very poor. Who are the backbone of the worst-man girii media to mislead the people of the news media has become a slave to understand is when the liability. I hope people wake up soon figure out that it would be the first time that hate media."
1762,C61.1988,Ore magi tor abar vikkha korte hobe,OAG,GEN,Your woman will have to beg him again
1763,C59.58,Akdom think dada,NAG,NGEN,Akdom think dada
1764,C61.2233,Tumi ekta boro bal😏😏😏,CAG,GEN,You're a big Bal
1765,C62.119,খানকি একটা,OAG,GEN,A slut
1766,C59.1187,"Darun laglo
..khub sundor hoye6e",NAG,NGEN,Love khuba beautiful 6th
1767,C59.1410,Bhai 6ere de eke boyosko lok 10 years bhikari hoye katiye6e matha ga6e,NAG,NGEN,Brother 6 yere de center-aged man spent 10 years in the 6th head bhikari Ga 6th
1768,C59.1801,রানুর গালে গালে জুতা মার তালে তালে।,OAG,NGEN,Amanullah's mother on the cheek cheek melody shoes.
1769,C59.90,একদম ঠিক কথা,NAG,NGEN,Precisely
1770,C61.540,লুচ্চা দেখেছি তো এরকম লুচ্চা দেখিনি😏😏😏😏😏😏,CAG,GEN,I've never seen such a cad cad
1771,C66.21,Fuck kutta india,OAG,NGEN,Fuck kutta india
1772,C44.174,"Mader chod chale r khanki magi maye , tora jibone prithibi te ashbi na ...
Kolonko chale maye😀😀",OAG,GEN,"Mother, son-rays coda cunt slut girl, I did not come to life on earth ... boy girl scandal"
1773,C59.510,Baler...singer....,CAG,NGEN,Baler...singer....
1774,C59.77,রুনু টা খানকি বালের গান,OAG,GEN,Runu pm slut fucking song
1775,C61.313,Sala bokchod,OAG,GEN,Prayed Bkhd
1776,C46.246.3,tukro tukro Korey deowa uchet chelo,OAG,NGEN,Should be cut
1777,C44.6,"এটা আমাদের দে শে, কেউ মা ন বে, না, কিন্তু বি দে শে, সব হয়,",NAG,NGEN,"This is our country, no one respond, but B. de March, is all,"
1778,C62.236,এই মাগিকে মনে প্রনে ঘৃণা করুন,OAG,GEN,The magike I Hate prane
1779,C59.572,Tumi mirakkel e giyechile na?,NAG,NGEN,Mirakkelera Do you went to?
1780,C45.501,ata ki fas kora thik,NAG,NGEN,Is it okay to leak
1781,C45.637,Kon jaiga bro,NAG,NGEN,Angle will BRO
1782,C68.326,Beiman no 1 ranu mandal.,OAG,NGEN,Cheater No 1 Rnu Board.
1783,C68.36,Oi vikharike selibreti theke namiye din keno rekhechen dada,CAG,NGEN,Why do celebrities have come down from the grandfather bhikharike
1784,C59.1240,yes,NAG,NGEN,yes
1785,C61.1511,Khanki magi tor mukhe juto sali harami sobai jane tui akta gaddar,OAG,GEN,Your face is all bloody cunt slut shoes and you are a traitor Sali
1786,C61.726,Tor garh Mari kutti sali,OAG,GEN,Tor Grh Mary Kutty Sully
1787,C68.983.1,"Oh hello Mr saroj barik amar mone hoy ranu mandal er rogta apnake
Choya lege geche apni o or moto
Vul val bokchen are keo please
Enake mental doctor ke dekhan
Kotha kar ranur sathe amader didir tulo na korche didi amader Bengal er Devi
onake pujo kara uchit amader sabar AR apni onar name
Ye sab bolchen chi lajja korun",CAG,NGEN,Oh hello Mr saroj barik amar mone hoy ranu mandal er rogta apnake Choya lege geche apni o or moto Vul val bokchen are keo please Enake mental doctor ke dekhan Kotha kar ranur sathe amader didir tulo na korche didi amader Bengal er Devi onake pujo kara uchit amader sabar AR apni onar name Ye sab bolchen chi lajja korun
1788,C45.666.2,Tomader monei lukiea Ace joghonno mono britti,CAG,NGEN,Are you thinking shocking hidden scholarships Mono
1789,C46.118,"গা শিউরে উঠলো।বোন ,দিদি,কাছের মানুষদের জন্য সবসময় ভয়ে ভয়ে থাকি এই রকম
জানোয়ারগুলোর জন্য।",NAG,GEN,"Uthalobona shock, sister, I fear for the people close to these animals."
1790,C46.223.1,"Fasi onek kom shasti, eder kupiye mara uchit thik je vabe oi soytan gulo oi
meye take kosto diye mere feleche thik sei vabe oder mara uchit..",OAG,NGEN,"Execution, much less punished, they should be stabbed to death in the same way the devil killed the girl with her parents in the same way they should die .."
1791,C62.331,বাংলাদেশের সেরা মাগি,OAG,GEN,The best cunt
1792,C68.661,Bal marne,OAG,NGEN,Force die
1793,C68.1126,Ranu dd ektu pagol,CAG,NGEN,Dodd Ranu a little crazy
1794,C46.214,Ara muslim jatir kalanka,NAG,NGEN,Muslim nations scandal
1795,C68.241,Kotha gulo khub valo laglo dada,NAG,NGEN,The grandfather of the very nice things
1796,C46.247,"Ajka ato bochor holo Kotai ar adar fasi holo. Ato time na niya odar sai din
fasi daya dorkar chilo.",NAG,NGEN,"Today, the quota for so many years and they are hanged. So much time taking their sai day was hanged needed."
1797,C59.1864,"Darun.. diyecho,, Boss",NAG,NGEN,"Cool .. gave ,, Boss"
1798,C59.786,"Ranu di holo sobcha boro bocka choda Karon holo sala jarer jono famous holi
tader ke sala vogoban er servent bolchis",OAG,GEN,Ranu The film is the biggest fool in the year because of the Czar Zone Raw servants of the Lord saying to them year
1799,C59.199,Vai tui to Amar monear kothatai boli re,NAG,NGEN,"You'll be in my heart, I say brother Ray"
1800,C55.101,Oi magir gude agun jalate have.,OAG,GEN,Lagun jalate have magir oi Gude.
1801,C59.2043,♪♪♪♪♪,NAG,NGEN,♪♪♪♪♪
1802,C59.2257,ranu magi,OAG,GEN,Magi ranu
1803,C59.611,Himesh sir ekhon ranu Mondal k niea kichu korena,CAG,NGEN,"Sir, now a near Ranu does Himesh Zone"
1804,C45.672,Bro vedio je korecho replay dau aktu,NAG,NGEN,Replay video that suddenly you have a little bro
1805,C59.1397,Hmmmm thik bolecho.... Baahh Ranu di Baah🤣🤣,NAG,NGEN,The Right .... Wow Wow Ranu hammamma
1806,C59.1570.1,Rupa Ghosh,NAG,NGEN,Rupa Ghosh
1807,C44.2,এরা আপন ভাই বোন নয়,NAG,NGEN,They are not his brothers and sisters
1808,C55.7,Haramjadi kotha kar,OAG,GEN,Who's haramajadi
1809,C45.173,যথেষ্ট vlo bebohar. Somosya আপনার. Apni kno গেছেন চুলকানি করতে,CAG,NGEN,Enough vlo bebohar. Your Somosya. Apni kno have to irritations
1810,C59.1418,Dada kotha gulo 100%thik tomar,NAG,NGEN,Your right to grandfather the 100%
1811,C68.602,Ranu mondal k aager jaigate namano darkay. Bager bager bager,CAG,NGEN,Ranu Zone A previous place Dwaraka down. Bug bags Market
