ID,Text,Sub-task A,Sub-task B
C59.765,Salir abar buri boyeshe khub giyar,OAG,NGEN
C68.174,ভিখারিরানু Mondal,OAG,NGEN
C44.173,"atoi valo jodi toder hindu dhormo tahole ai durghotona holo kno aj jodi era
muslim hoto tahole kaokei morte hotona karon allah bujhe shunei kuraner bani
pathiyeche",NAG,NGEN
C59.1552,Ha ha ha ha,NAG,NGEN
C61.2005,Dhur khanki,OAG,GEN
C44.246,পরিচালক একটা রাম ছাগল,NAG,NGEN
C45.662,"সব গুলো বুড়ী, এই সব চলেনা",NAG,GEN
C45.611,এটা কোন এলাকা দাদা,NAG,NGEN
C59.1607,Right Dada,NAG,NGEN
C59.318,Good vii ❌rano ❌😡😡😡❌,NAG,NGEN
C68.1018,Dada Ranu di k nie mata mari kora thik hoyni,CAG,NGEN
C59.1634,"🤣🤣🤣🤣😂ranu Mandal dekhe dekhe birokto hoye gesi okitoggo Mohila... Abar vikka
kore Kha😂",OAG,NGEN
C46.208.1,@Avik Pathak chi re nogra manush,NAG,NGEN
C46.126,কানকির ছেলে মেরে দাও,OAG,GEN
C68.609,এক দম ঠিক দাদা,NAG,NGEN
C44.112,Ki manush re chi,NAG,NGEN
C68.1172,"রানু দির,জায়গা, রানাঘাটের 6নং,প্লাটফরমে ই,মানায।ওর,মতো,অশিক্ষিত মহিলা
কে,সেলিব্রিটি বলতে,মনে,কষ্ট হয় ।",CAG,NGEN
C59.1441,Darun diecho Dada ♥️😊🤣🤣🤣🤣🤣🤣🤣🤣,NAG,NGEN
C61.1814,ভিকারি মাগি,OAG,GEN
C44.101,"Valo hoyeche moreche🤬🤬chii chiii...bhai boner moto pabitro smparko ki kore
nosto kore era",CAG,GEN
C68.1015,"Ekdom thik bolechen apni... যার যার কর্মের ফলেই কেউ ভিক্ষারি হয় আর কেউ রাজা
হয়... যার মন যেমন তাকে তেমন পদে e বসানো হয়...",CAG,NGEN
C45.682.2,@Himangshu Patra 2-3minute,NAG,NGEN
C68.857.2,Ranu mandal,NAG,NGEN
C68.616,Din,NAG,NGEN
C62.189,"(অপু) আপু আপনি অনেক মিথ্যা কথা বলেন আপনি একটা অনুষ্ঠানে এসে বলেছেন আপনি নামাজ
পড়ে বাট আপনি ওইদিন দেখলাম নিজের মুখে বলছেন আপনি হিন্দু কিন্তু এটা কেমন কথা
আপু নিজে বলেন নামাজ পড়েন এখন মুসলিম হন ।
এখন দেখি আপনি হিন্দু বাট মিথ্যা বলার কি আছে ??",CAG,NGEN
C59.1066,Jio bhai. Darunnnn bolechis.,NAG,NGEN
C68.1311,আপনি একদম ঠিক কথা বলেছেন দাদা।,NAG,NGEN
C68.364,ওনাকে তো আর কেউ ভিক্ষাও দেবেনা এখন,CAG,NGEN
C59.1106,"Dada ami tomar video dhekar por 1h projonto hese6i and amr hasi akhono tham6e
na..",NAG,NGEN
C46.189,"পশ্চিমবঙ্গ থেকে মমতাজ বেগম কে হঠাতে হবে না হলে এরকম ঘটনা ঘটতেই থাকবে উনি
মুসলিমদেরকে সাজা দেবে না মুসলিমরা উনাকে ভোট দেয়",CAG,NGEN
C45.633,এটা বারুইপুর নিশ্চই..,NAG,NGEN
C59.1790,Haha😁😁,NAG,NGEN
C61.1193,Sala khankimagi,OAG,GEN
C68.477,"Sobi bujhlam kintu koyel mallicker ranumondol k juto chure mara beparta
bujhlam na..",NAG,NGEN
C67.30,A pagli ki bole,OAG,NGEN
C45.84,"কে শালা বলছে পেটের দায়ে করছে সব। পেটের দায়ে তাহলে চুরি করবে নাকি? বেশ তো হাত
পা আছে কাজ করে খেতে পারেনা😡",CAG,NGEN
C67.143.1,@Khaled Apu আপনার মন্তব্য বুঝতে পারিনি।,NAG,NGEN
C68.1146.1,"Sob theke kharp legeche j je sokol mohila ra take somman jananor jon e kache
jeto tader ga mukh theke durgondho to oi pagol e bote",CAG,NGEN
C46.89,Khankir chele gulo ektuo maya holona toder,OAG,GEN
C59.1399,"Joss দিয়েছো কাকা...থুক্কু

শেষের কথা গুলো আর ও joss👌👌",NAG,NGEN
C47.85,Sali onek sexy,NAG,GEN
C59.670,"jara ranu mondol ke niye besi mata mati korche she is mentaly not fit paglir
kotha sune sob matamati korche eta biroktikor are se ja bolche boluk se nije
mathar doser jonne se edhar odhar bokche tate sob eto matamati kora thik na.",CAG,NGEN
C45.661.2,Views baranor jonno omni peter dai rakhis na. Vikha kor ashirbad pabi.,NAG,NGEN
C68.271,Ki bole gala gali krbo bujhte parchi na ake mara uchit jutor bari,OAG,NGEN
C59.2259,Waah bro waah👌👌👌,NAG,NGEN
C68.553.1,@Bengal factor email priyankamahato946@[gmail.com](http://gmail.com/),NAG,NGEN
C44.122,Joban jala kono badha mane na,NAG,NGEN
C59.240,রানূ কে চড় মারা উচিত। আপনি ঠিক বলছেন।,OAG,NGEN
C68.833,Thik bole cho. Thanks,NAG,NGEN
C45.26,"খুবই সীমিত রেট। ২০০ টাকা।
বিষয় টা আসলে দুঃখজনক।",NAG,NGEN
C44.178.1,Ci ci ata to Muslim ra kora,NAG,NGEN
C68.355,Jemon ma tar temon maye.. 😑😑,NAG,GEN
C68.56,Dada Amar ganta prochar korun na,CAG,NGEN
C44.297,"আমি আমার মাসীকে ভালবাসতাম কিন্তূ নোংরামো করিনি যদিও।
পরে মাসীর বিয়ে হয় যায় আমি বাস্তব কে মেনেনী।
আজও মনে পড়ে কারণ জীবনের প্রথম ভালোবাসা😔😔❤️❤️",NAG,NGEN
C45.675,Ei dhakha Jai sooner gache jete have taratari,NAG,NGEN
C61.420,শালি তোরে পাইলে,CAG,GEN
C44.190,Soumya banan ta vul lekhar ki khub dorkar chilo,CAG,NGEN
C45.737,Khub bhalo...ro upload korun,NAG,NGEN
C46.253,জানোয়ার গুলার সব কয়টার ফাসি দেওয়া ওচিদ ছিলো,OAG,NGEN
C59.208,Ranu noye panu mondol,CAG,NGEN
C68.177,Oka akta jutor mala dao,OAG,NGEN
C65.47,mediya jogote jeto meye ache sob gula potita,CAG,GEN
C68.1094,<https://youtu.be/W5gbUq12NAY>,NAG,NGEN
C45.782.1,@bipul mallick ki Kore mane,NAG,NGEN
C59.719,Vanu mondol salar gan sunle rag uthe sei,OAG,NGEN
C45.654,"Dada kothai Ami jabo DUTA BOTOL JE DHORE ACHHE TAR RETKOTO DADA JANABE
6295015628",NAG,NGEN
C55.13,"Khanki magir gude gorom rod daily dhukiye daily mar. Ami meye hoye bolchi.esob
khanki somaje tikle valo meyera hamper hobe",OAG,GEN
C45.305,এইটা কোন জায়গা ভাই,NAG,NGEN
C61.1287,Khanki Magi,OAG,GEN
C59.569,"Baaler ranu mondol....
Harami meye manus....
Or theke mathar ukun onek bhalo....",OAG,NGEN
C68.1166,সবাই মিলে তাকে তার আগের জায়গায় ফিরিয়ে দেওয়া দরকার,CAG,NGEN
C68.681,Apnar ai post ta khub sundar laglo,NAG,NGEN
C68.1099,Vikhare chudi,CAG,NGEN
C45.377,"Tumi je onake khank* blle ei kotha ta jodi tmr bou ma bon k bole tmr vlo lgbe
peter daye ase ora ok mukh samle ktha bolo",OAG,GEN
C68.1254,Beyman ranu mondol,OAG,NGEN
C46.57,Myeder ka6e anurdho nejer ka6e sob somoi akta daralp ostro rhkbe sob somoi,NAG,NGEN
C46.136,Ei sob dosir aktai sasti haoa uchit fasi ...,NAG,NGEN
C62.113,"প্রথমে সে হিন্দু ধর্মকে অপমান করেছে মুসলিম ছেলেকে বিয়ে করে,,নামাজ পড়েছে, রোজা
রেখেছে,,সে মুসলিম সেজেছে,, এখন সে আবার হিন্দু হয়ে গেছে,,এ কেমন কথা কালিমা পড়ে
মুসলিম হল, এখন আবার পুজো করবে হিন্দুরা তাকে কিভাবে গ্রহন করবে?দু ধর্মকে অপু
হেনস্তা করছে।",CAG,NGEN
C46.195,"Meyetake eivabe marli khankir chelera sala paa chire fele marli sala suor rer
baccha.sala rapist der dhon kochu kata kora uchit",OAG,GEN
C59.17,ha ha,NAG,NGEN
C59.1950,Real hero Tumi Dada,NAG,NGEN
C68.143,Ja bolechen thik bolechen.,NAG,NGEN
C68.183,"ছেরা কাথায় শুয়ে....রাণুর এই বেইমানি ও বর্বরতা এবং আত্মঅহংকারের জন্য পতন হতেই
হবে এটাই নিয়ম।আমাদের BF চানেলটিকে বাস্তব ঘটনা তুলে ধরার জন্য অসংখ্য ধন্যবাদ ।",CAG,NGEN
C68.1336,বেশি করে জুতা মারো।,CAG,NGEN
C67.25,Notun jibon Suru koro,NAG,NGEN
C68.619,Ami sonar suporte ranu mondal,NAG,NGEN
C65.447.1,@Exchange Gallary hummm,NAG,NGEN
C68.3,Dhonnya bad,NAG,NGEN
C68.575,Next time video er heading ta thik thak dis bal !,CAG,NGEN
C55.11,O akta magichodi,OAG,GEN
C68.1024.2,"..
7CT💧💔💔💧💔💔💧
💔💔💔💔💔💔💔
💔💔💔💔💔💔💔
💧💔💔💔💔💔💧
💧💧💔💔💔💧💧
💧💧💧💔💧💧💧
💧💔💔💧💔💔💧
💔💔💔💔💔💔💔
💔💔💔💔💔💔💔
💧💔💔💔💔💔💧
💧💧💔💔💔💧💧
💧💧💧💔💧💧💧
💧💔💔💧💔💔💧
💔💔💔💔💔💔💔
💔💔💔💔💔💔💔
💧💔💔💔💔💔💧
💧💧💔💔💔💧💧
💧💧💧💔💧💧💧
💧💔💔💧💔💔💧
💔💔💔💔💔💔💔
💔💔💔💔💔💔💔
💧💔💔💔💔💔💧
💧💧💔💔💔💧💧
💧💧💧💔💧💧💧
💧💔💔💧💔💔💧
💔💔💔💔💔💔💔
💔💔💔💔💔💔💔
💧💔💔💔💔💔💧
💧💧💔💔💔💧💧
💧💧💧💔💧💧💧
✨🌟💗🌟💜🌟✨
🌟💗💜💜💜💜🌟
🌟💗💜💜💜💜🌟
🌟✨💜💜💜✨🌟
🌟✨✨💜✨✨🌟
✨🐬✨🐬✨🐬✨
🌊🌊🌊🐬🌊🌊🌊
✨🌟💗🌟💜🌟✨
🌟💗💜💜💜💜🌟
🌟💗💜💜💜💜🌟
🌟✨💜💜💜✨🌟
🌟✨✨💜✨✨🌟
✨🐬✨🐬✨🐬✨
🌊🌊🌊🐬🌊🌊🌊
✨🌟💗🌟💜🌟✨
🌟💗💜💜💜💜🌟
🌟💗💜💜💜💜🌟
🌟✨💜💜💜✨🌟
🌟✨✨💜✨✨🌟
✨🐬✨🐬✨🐬✨
🌊🌊🌊🐬🌊🌊🌊
✨🌟💗🌟💜🌟✨
🌟💗💜💜💜💜🌟
🌟💗💜💜💜💜🌟
🌟✨💜💜💜✨🌟
🌟✨✨💜✨✨🌟
✨🐬✨🐬✨🐬✨
🌊🌊🌊🐬🌊🌊🌊
✨🌟💗🌟💜🌟✨
🌟💗💜💜💜💜🌟
🌟💗💜💜💜💜🌟
🌟✨💜💜💜✨🌟
🌟✨✨💜✨✨🌟
✨🐬✨🐬✨🐬✨
🌊🌊🌊🐬🌊🌊🌊
✨🌟💗🌟💜🌟✨
🌟💗💜💜💜💜🌟
🌟💗💜💜💜💜🌟
🌟✨💜💜💜✨🌟
🌟✨✨💜✨✨🌟
✨🐬✨🐬✨🐬✨
🌊🌊🌊🐬🌊🌊🌊
By",NAG,NGEN
C44.249,"ওরা দুজন আগের জন্মে মুসলমান ছিল এই জন্মে হিন্দু হয়েও ভুলতে পারেনি তাই মাসতুতো
ভাই বোন প্রেম করেছে।
কারন ভাই বোনের বিবাহ মুসলমানদের মধ্যেই হয়।",CAG,GEN
C59.1249,Chotolok ranu mondol.jemon naam temon tar chiri,CAG,NGEN
C59.1478,"ওর চেহারা ও দাঁতগুলো দেখলে তিন দিন ধরে খেতে পারি না,,এত নোংরা কেন ওর মুখ",CAG,NGEN
C59.868,Tomar prottekta kotha thik🙃🙃😂😂,NAG,NGEN
C65.86,ছাগলের বাচ্চা,OAG,NGEN
C59.1834,"Eke hatano uchith.manus vikhari hyns poristiti manus k kore.or tallent dekhate
gie eto manuk k inslt korar ranu mondal er nei. Ok hatao.",CAG,NGEN
C68.1172.2,Anari ranu mandol,OAG,NGEN
C68.674,Jio boss Ake bole vikari k boro korte gale nijeke o majhe majhe choto hote hoi,CAG,NGEN
C46.216,So sad bocacodar mudar kora dawa dorkar,OAG,NGEN
C68.582,Kukur ar lej kokhono soja hobena,CAG,NGEN
C59.1574,Bhai Mai Bihar see hui.aapne mere mn ki bat bol di.good Job.,NAG,NGEN
C59.2365,Dada aktai tho mon koto bar jitba darun hoyacha,NAG,NGEN
C44.220.2,Hindu dhorme esob chole na,NAG,NGEN
C45.514.4,Oii magi,OAG,GEN
C65.154,পরিমনির ফোন নম্বর দিন প্লিজ শুনা প্লিজ,NAG,NGEN
C68.1296,"ওর নাম নিতেও ঘৃণা লাগছে
ওকে ঘুরে ভিখারী বানিয়ে ছেড়ে দও",CAG,NGEN
C68.1359.1,",😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",NAG,NGEN
C45.507,"Ora roji rotir bebostha korche, tate apnar problem ki? Apni thik thaken.
Shetai best",NAG,NGEN
C61.1508,রানুযে বাল ফালানো নাপিত। রানু ছাড়া আর কেউ যানেনা।,OAG,GEN
C59.246,"Onek gulo comments porlam kintu ate atai bujhte parlam j sobai chay j ranu
mandal abar seii rana ghat station a giye vikkha koruk ar amio atai chai ar
bong guy ar o uchil chilo ai ranu k niye khilli korar jai hok se korlo na
kintu ami khub khusi holam dada tumi ekdom mokhom jobab diyecho ai ranu k ..
tomar kotha gulo ekdom thik 😀😀😀 ranu sala mother bord .😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",NAG,NGEN
C45.528,জাগার নাম কি,NAG,NGEN
C59.1792,Satti mother chod magi,OAG,GEN
C68.1340.3,komir komiroi thake .,CAG,NGEN
C68.780,Tui to dalal,OAG,NGEN
C46.221,Sobai ke fasi deya uchit,NAG,NGEN
C68.894.4,@Tota Chowdhury . Durbar,NAG,NGEN
C68.1054,Rajasthani Bhikhari Rajasthani Dhaka Bhalo,CAG,NGEN
C44.52,Prem noy onno karon chelo.....,CAG,NGEN
C45.701.3,+968 95175823 imo,NAG,NGEN
C68.1236,"ভুল বলছেন না। সত্য কথা বলছেন। আমি আগেও কমেন্ট দিয়ে ছি যে বেইমান ৰানুৰ গান আমি
শুনবনা।",CAG,NGEN
C59.1921,অসাধারণ ভাই.. চালিয়ে যাও।,NAG,NGEN
C67.63,আপনি ঠিক বলছেন,NAG,NGEN
C46.122,গুদমারানির বাচ্চাদের শেষ পর্যন্ত কি হল! ফাঁসি হবে তো?,OAG,GEN
C59.1393,Daruuuuuun,NAG,NGEN
C59.220,রানুর থেকে দিদি অনেক ভাল,NAG,NGEN
C59.556,ভিখারি যদি পয়সাওয়ালা হয়ে যায় তাহলে এরকমি হয় আর সে মানুষকে চিনতে পারে না,CAG,NGEN
C45.88,কোন‌ জায়গা এটা,NAG,NGEN
C66.42,প্লে বয় + প্লে গার্ল = পুটকিমারামারি সাথে ডিবোর্স 🐸🐸🐸,CAG,GEN
C45.424,ভাই এটা কোন জায়গা প্লিজ একটু জানাবেন,NAG,NGEN
C45.743.1,"Dada, sathe neben",NAG,NGEN
C59.1431,Buri chudi ranu khanki,OAG,GEN
C68.1087,আমি ভাবজি ? রানু মনডলের নামে কুকুর পুষবো আসলে কুকুর বলেও কম বলা হবে😂😂😈😃😁,CAG,NGEN
C59.164,"Sudhu aaa aaa e kore gelo.... by the way ai aaa aaa ta r jano kothay kader
mukhe sona jay........??!!....... 🙄",CAG,NGEN
C61.1595,Ranu mondol tor gustire cudi ja bikka kor pagol cagol ranu mondol,OAG,GEN
C61.833,Bal tumi,OAG,GEN
C68.204,"দিদি যে বৃক্ষ ছায়া দেয়, তার এক একটা পাতা আদরনীয় হয়ে থাকে। দিদিকে খুব ভালো
বেসেছিলাম, তা আর...........
Very sad",CAG,NGEN
C59.265,Bhai Tumi Jeet er duplicate,NAG,NGEN
C59.456,Or gane sunle ga ta jole jai,CAG,NGEN
C59.2147,panu mondal aaaaa 😬 opss ranu mondal🤣🤣,CAG,NGEN
C59.616,"Keu r kau ke help korbe na jodi apnar Moto manush thake...chhi chhi ranu
mondol",CAG,NGEN
C68.1335.2,"song manusher r akta life.kanona song manuske sothik pothei niye jai or
monoshotto bibek toiri kore.",CAG,NGEN
C45.276.2,Ekdom sotti kotha are onek mulloban kotha bolecho Trisha tumi.,NAG,NGEN
C62.321.1,এই সাজেদা তুই একটি মাগি বেশ্যা অপু মাগি নয়।তুই একটি খানকি,OAG,GEN
C46.69,Hyderabad er moto encounter e mara hok,OAG,NGEN
C59.1972,Amar mone hoi uni full mad....,NAG,NGEN
C46.187,Ajob desh Amader .repist Der immidiately fansi dewa uchit,CAG,NGEN
C46.22,Encounter chie,OAG,NGEN
C44.293.5,এরা অভিনয় করছে শুধু। নোংরা চরিত্র অন্য কারো ছিলো,NAG,NGEN
C59.2284,হ্যা ভাই ঠিক বলেছেন পায়ের জুতা মাথায় তুলতে নেই এরা এরকম করে,CAG,NGEN
C59.436,Gunda wala ekdom thik bole6en.....,NAG,NGEN
C44.330,হিন্দুদের মধ্যে এগুলো হয় এটাই তার বাস্তব প্রমাণ। সবাই মতামত দিন,NAG,NGEN
C59.614,এই সব দেখেই তো মনটা খারাপ হয়ে জায়।,CAG,NGEN
C62.87,কালেমা মুখে নয় কলবে অর্থাত্ অন্তরে থাকে কালেমা,NAG,NGEN
C45.597,এই ভাই তুইকি করতে গিয়ে ছিলি,NAG,NGEN
C45.539,Ei jato chudir beta..!😂😂,NAG,GEN
C59.700,"Ai chutmarani k ami dekte mon chai na asta khanki magi ohonkR bachha jobai
kore mere fela uchit khanki magi k",OAG,GEN
C59.2016,tour ki gand fatch,NAG,NGEN
C68.212,একদম ঠিক কথা বলেছেন!👍,NAG,NGEN
C68.894.2,Apni ja bolachin tik kota,NAG,NGEN
C45.554,দাদা আসালসোলে পল্লির একটা ভিডিও বানান,NAG,NGEN
C68.1205.1,Khokan Majhi,NAG,NGEN
C44.338,Sex kono shamporko bojhena.😖😤😕,NAG,NGEN
C59.410,Oi mohilar gan ta sunle amr gaa jole jai ....ekta nich moner mohila....,CAG,NGEN
C68.678,Sali mirjafor,OAG,NGEN
C59.842,Khub valo laglo bro,NAG,NGEN
C68.1216,তুই আমার বাল,CAG,NGEN
C62.131,"অপু হিন্দু ধর্মরে চলে গেছে
তাতে আমাদের কি
আমার কথা হলো কেউ যেনো
আমাদের ইসলাম ধর্মকে অপমান না করে...?
অপু কে বলছি
তুমি আসলে মুসলিম কখনো মন তেকে হওনি
তাই তোমাকে আমার আল্লাহ কবুল করেন নি",CAG,NGEN
C45.214.1,"হবে দাদা , সঙ্গে থাকুন ।",NAG,NGEN
C59.243,Or meyeke pasate tas tas kore maro,OAG,NGEN
C46.255,Oi Mather chod are satin chi.,OAG,GEN
C45.703,Vai u great..video ta korle kivabe ? Kalaini tai kopal valo ??,CAG,NGEN
C59.308,ওরগান সুনলে আমার মাথা ঘোরে,CAG,NGEN
C59.708,Ara vii bikari to bhikari hoy..,CAG,NGEN
C59.898,খুব ভালো বলছেন দাদা,NAG,NGEN
C61.568,Boca choda ato attitude kiser,OAG,GEN
C46.141,Janwar black fancy Dawood Aarushi Choudhary,NAG,NGEN
C65.23,ওনাকে সেখানে পাটিয়ে দিন যেখানে কনডমের কাজ চলে।ওনাকে দেখলে মনে চায়।,CAG,GEN
C68.998,Matha kharap hole ja hoy dada,CAG,NGEN
C68.108,Pagli cude bal ti... Bal cude...,CAG,GEN
C45.633.2,Kaun Jayega bhai,NAG,NGEN
C59.2351,Ei ranu mondal ke pendiye soja Kora dorkar,OAG,NGEN
C59.1528,Jiyooh dada apni bes bole6en,NAG,NGEN
C45.661.1,Peter daye esob!!! Emon pet na thakai valo,NAG,NGEN
C68.1082.1,Swapan Das nip,NAG,NGEN
C61.2064,আবে গুদমারানি তুই জা প্লাটফর্মে গিয়ে চোদা,OAG,GEN
C68.18,Amar baler gaika Ranu mondol..,CAG,NGEN
C46.219,অমানুষদের ফাশি চাই,NAG,NGEN
C68.1292,Thick koreche.vikari eee vikaei thake,CAG,NGEN
C68.754,"অশেষ ধন্যবাদ দাদা আপনাকে ভিডিও টা দেখানোর জন্য । তাই বলছি দাদা.....কুকুরের লেজ
কখন সোজা হয় না, যত‌ই টানা হবে সোজা হবে না।...... বাকি টা বুঝে নিতে হবে",CAG,NGEN
C67.39,But meye ta oh sexe ..shei deam hot,NAG,GEN
C46.144,"এই রকম কীট পতঙ্গের দের কে কষ্টো দিয়ে মারা উচিত।এমন কষ্টো দিয়ে মারা হক। যে
এইরকম কোনো খারাপ কাজ করতে ভাবে।আর এটা যদি হুগলি জেলায় হতো তাহলে পাবলিক
পেদিয়ে খাল খেছে দিতো।তার পর আইন যা করতো করতো।আগে পাবলিক পেদিয়ে খাল খেচুক।
ওদের কে বুঝিয়ে দিতাম যে হুগলী জেলার ছেলেরা কী জিনিষ।এটা যদি আমার এলাকায়
মধ্যে হতো। তাহলে বুঝিয়ে দিতাম ওদের মতো নরো খাদকদের কী সাস্তী দিতাম ওরা মরে
গিয়ে বুঝতে পারতো।",NAG,NGEN
C68.1341.3,U faltu,CAG,NGEN
C68.482,Puro Baker video,CAG,NGEN
C59.1644,"Ki bolle dada! Mon 6uye gelo! Darun...darun...
💖💖💖",NAG,NGEN
C68.1136,"Torai to jato pablik gaar nacha nachi kore ok tule dili ami kono dino ok valo
mone korini mukh dekhei harami lagto",CAG,NGEN
C59.304,Right... রানু মন্ডলের এইসব আচরণ থেকে আমাদের অনেক কিছু শেখার আছে ।।।,CAG,NGEN
C68.946,Rastar vikhari abr Koto ktha...,CAG,NGEN
C68.433,ranu mondol akta selfish,OAG,NGEN
C59.2240,Vai Tumi akdom ✔️ bolecho,NAG,NGEN
C59.2406,Mojjjjj dela viiii,NAG,NGEN
C44.195,Ki vabe sambhab.......,NAG,NGEN
C68.522,Ekdom dada bhai apni proti ta kotha thik boleche,NAG,NGEN
C45.187,Full address dile valo hoy,NAG,NGEN
C61.1150,Chout marni,OAG,GEN
C59.1913.1,"@Sonali Nondini 😁 😂 😃 😄 😆 😉 😗,,,,
আমাকে comments korar jonno apnake অসক্ষ ধন্যবাদ সোনালী দেবী 🙏,,,,
আমি ভাপছি এক বালতি উকুন কথা থেকে জোগাড় করবো ,, ??
Amazon এ অডের করলে কি পাওয়া যাবে,,, ???
Good Night my friend.
শুভ মহালয়ার প্রীতি ও শুভেচ্ছা রইলো,, ভালো থাকবেন 🙏",CAG,NGEN
C59.2017,"দাদ আমিও তোমর সাথে একমত ঠিক বলেছ, ,👌👌",NAG,NGEN
C59.1190,Supar vedio dada,NAG,NGEN
C59.1658,kacha konchi die pechon saka !! hahaha,OAG,NGEN
C59.590,Chorom👌👌,NAG,NGEN
C45.428,"নকল হাসির পিছনে লুকিয়ে থাকা যন্ত্রণাটা যদি দেখতে ভাই. তাহলে তুই এই সমাজের
নেতাদের প্রতি যুদ্ধ ঘোষণা করতি.. Love from 🇧🇩",NAG,NGEN
C61.1531,Mother chod,OAG,GEN
C61.816,randi madarchod,OAG,GEN
C68.911,Yes bro bikari Mon ta kunodin rajar hoy na bikari taky,CAG,NGEN
C59.966,Thikk bolechooo sabas dada,NAG,NGEN
C59.1234,Darun bolechen,NAG,NGEN
C68.671,[Nice.vi.](http://nice.vi/).,NAG,NGEN
C55.79,শালা মাদি মুখা,OAG,GEN
C59.2195,Khub bhalo diyecho dada,OAG,NGEN
C46.236.1,"Vai Hindu Ra ki kreni ,ora pahara dirchilo .ora Chile to oi Muslims Der mere
felte parto ,Amra onnai ke dhormo dia daki na , but tomra dako ,Amder alaka
hole Amra nijerai oi Muslim Der mader kre ditam",OAG,NGEN
C59.2139,কাঁচা কঞ্চি দিয়ে☺☺☺☺,OAG,NGEN
C61.1183,tor vodar modde shagor kola dhukabo,OAG,GEN
C65.167,Toder dhong r vlo lage na,CAG,NGEN
C68.576,ভাই রানু মণ্ডল হলো অকৃতজ্ঞ এক কথায়,CAG,NGEN
C45.216,"বাহ চুদিরভাই বাহ আর কোন ভিডিও পেলি না এসব করে কি ফল হবে ওরা পেটের দায়ে সব
রাস্তায় নেমেছে তোমাদের মতো ভালো মানুষ এসব কাজ করে সমাজের উচ্চ পর্যায়ের
লোকেরা এসব করে অগোচরে",CAG,GEN
C61.860,ভাগ শান্তির....,CAG,GEN
C59.275,Bal Bal Bal baler ranu Monday bal,OAG,GEN
C46.99,"Bc.. chele Adar Maa bon ka amni kora uchit... Sala katar bachaa😠😠😠😠😠😠 muslim
jat golo harami bachaa😠😠😠😠",OAG,GEN
C45.505,anek kom ret matro 200 taka,NAG,NGEN
C59.1379,একদম ঠিক বলেছো l,NAG,NGEN
C68.1275,Khub bhalo bhai video banabar janne,NAG,NGEN
C59.2395,শালা কুকুর তোকে বলতে হয়েছে নাকি তুই কেন বলছিস,OAG,NGEN
C45.429,হবে 9382955635,NAG,NGEN
C59.210,Darunbos,NAG,NGEN
C59.1290,😂😂😂😂😂😂😂😂🤣🤣,NAG,NGEN
C45.618.2,Thik bolechen. Peter daye to tahole sobai churu korteo suru kore debe,NAG,NGEN
C47.112.1,"Tomar barir mohilao tar modhye porche bhai. Tumi jawkhon ghawre ghawre **R**
bolle..tumi WESTBENGALe thakle toh tomar barir meyerao oi rank eriey jete
parena. Emonki tomar asli bash WESTBENGALe holeo.",OAG,GEN
C59.1407,Ei video ta dekhar por k k ranu dir heaters hoye gecho akbar hat tolo???,NAG,NGEN
C45.365,"নারিরা পতিতা হয় বেশী ভাগ বেকার সবামী ও মাতাল সবামীদের জন্য।
পাপটা ঐ বেকার ও মাতাল সবামীর।",NAG,GEN
C45.534,kotay ata Bangladesh naki ar Bangladesha kotay,NAG,NGEN
C59.1647,bancod mage rano,OAG,GEN
C45.74,বারুইপুরের কোথায়?,NAG,NGEN
C59.1866,Ackdom thik bole6en dada,NAG,NGEN
C59.2198,Juta maro,NAG,NGEN
C59.140,"আমি একটা জিনিস খেয়াল করেছি আপনার যে কথার স্টাইল আপনার যে এক্টিং এটা খুব ভালো
আমি আশা করি আপনি যদি কোন এক্টিং এর চেষ্টা করেন তাহলে আপনি খুব ভালো একটা
মার্কেট পেতে পারেন",NAG,NGEN
C44.302.3,Apnadar dhorma hoy kintu hundu dhorma ay sob hoy na,NAG,NGEN
C45.682,Ki kore jabo? Kothay namte Hobe?,NAG,NGEN
C59.843,Tomar channel a notun dada,NAG,NGEN
C68.600,ভিকারি দের ভালো করতে নাই,CAG,NGEN
C47.48,women power মানে কি অন্য পুরুষের সাথে শোয়ার ক্ষমতা।,NAG,GEN
C68.68,Valo creator tmi,NAG,NGEN
C68.909,দাদা আপনি ঠিক বলেছেন,NAG,NGEN
C68.995,রানু দি কে ফের স্টেশনে পাঠিয়ে দিন।,CAG,NGEN
C59.816,দাদা আপনার কথা গুলো মন ছুঁয়ে গেল,NAG,NGEN
C59.852,Tumi kotha ta ekdom thik bolecho bhaiiiii,NAG,NGEN
C59.657,Pagol mohila ranu mondol buri kotakar,OAG,NGEN
C44.353,Letter na lakha thakla ki kortis,NAG,NGEN
C44.73,তোরা চারাল চারলি থাকবি,OAG,NGEN
C44.104,"এগুলো কি ধরনের নাটক। অাকাশ৮ কি এ ধরনের সম্পর্ককে প্রমট করছে। এই ফালতু নাটক
দেখানো বন্ধ হোক। যত্তসব বিকৃত মানুষ",CAG,NGEN
C46.181,Aei jhihadi mullo jatto ase sob maderchod gullo ke goli marte hobe saber samne,OAG,GEN
C59.1427,"ভিখারির মুখে এ কি শুনছি??? এই ভিখারিনী রানু মন্ডল কে হাতে থালা দিয়ে স্টেসনে
বসিয়ে আসা দরকার।",OAG,NGEN
