ID,Text,Sub-task A,Sub-task B
C63.53,good video!,NAG,NGEN
C10.73,"She is a communist fm kerala.she should be working in yemen or afganistan and
not in india.she loves media appearance.she love to stay in india because the
hindus are very tolerant people.",NAG,NGEN
C45.319.1,imo namber call me 008801850322634,NAG,NGEN
C36.729,"There are several shades of getting a gay or homosexual indictment to the the
army which are highly solicitous about its rule and conduct and they even
require it to maintain which is for the favor of nation. Frankly speaking if
the person concerned has dedication for army and he may control his urges to
not to impugn his conduct then it may be possible but chances are thin since
it is not very easy to go along with the gender that he is supposedly
attracted too.",NAG,GEN
C33.87,👨‍❤️‍💋‍👨377👨‍❤️‍💋‍👨 love u👨‍❤️‍💋‍👨,NAG,NGEN
C7.1682.1,I was crying*,NAG,NGEN
C10.490,"Who called that ignorant Kasthuri to this serious debate?? Total disgrace as
she is a lawyer.",NAG,NGEN
C7.2173,"You Reated 9/10  
Wow 😍  
I Reated 10 / 10",NAG,NGEN
C26.214,"well done Jahangir, the Bitch deserved it!! You did good thing by leaving the
Bitch alive, she should know what is the pain for loosing parents. Bravo!!!",OAG,GEN
C4.207,I am 💯 agree with you BOLLYWOOD Is garbage piece of SHIT.,NAG,NGEN
C7.1911,Feminism is the best,NAG,NGEN
C33.685,Good work...,NAG,NGEN
C4.718,"you spoke my mind very brave and unbiased opinion , many like bollywood t*tti
masala parata ... and they idolize these idiots , without realizing that these
actors are using the sheep crowd oly for money and fame",CAG,NGEN
C59.1484,Write,NAG,NGEN
C7.2183,"Great review by
[#prtikBrarode](http://www.youtube.com/results?search_query=%23prtikBrarode)
bhai  
You pointed Positive way Kabir singh",NAG,NGEN
C7.1490.1,"@Ankit Dass This controversy is not even needed. It's a story about a
fictional character and let's just simply appreciate the hardwork they have
put into it. The character undergoes a proper development and it is shaped
well and has been put wonderfully by Shahid Kapoor. It's a journey of a Man
dealing with consequences of lost love. It does not actually 'promote'
anything. It's simply a story and its better to see a fiction as a fiction. I
personally love both his and Sucharita's review but like I loved Sucharita's
review on Mard ko dard nahi hota and I hated his review about Kedarnath.
There's always a difference in perspective. This movie doesn't deserve the
controversy it has been thrown into.",NAG,NGEN
C4.801,"There's a reason why actors are called as ""heroes"" In India. Idk what people
are going to learn from such a terrible character.",CAG,NGEN
C4.1390,Even your long sessions are interesting 👌,NAG,NGEN
C33.204,Nice video men,NAG,NGEN
C10.11,"Arnab Goswami sir you as a bengali know what was Bengal during Independence
struggle and how is Bengal today after those glorious years of Communists and
Trinamools.",NAG,NGEN
C4.1127,Kya hogya bhaiko..where is your attention..brother ☺☺☺,NAG,NGEN
C4.156,Well said👍👏,NAG,NGEN
C4.1118,"i also hated that movie as i being the mbbs std.that not the life of medical
stds,my expection was 100% they meet 0%. i heard people saying that movie was
good.i dont know what good they got from that movie. next time i wil ask them.",NAG,NGEN
C68.286,very bed,NAG,NGEN
C4.1657,LOL,NAG,NGEN
C59.400,EXCELLENT,NAG,NGEN
C68.561,That is not ranus fault that is her education fault,CAG,NGEN
C7.1324,"Sir the best example is Deeksha Sharma, filmi Indian - the liberal",NAG,NGEN
C4.1975,You're true. I prefer Hollywood over Bollywood,NAG,NGEN
C9.187,We support Arundati,NAG,NGEN
C4.1196,Please do analysis of section 375 movie.,NAG,NGEN
C59.351,You are too good......,NAG,NGEN
C26.304,"Bravo Jahangir Bhai...great job...let law, police and these bloody feminists
learn lessons...men will be men...I don't see any problem with his anger...he
did right...congrats ...",CAG,NGEN
C26.185,Good job done by Jehangir....,NAG,NGEN
C4.2019,"Oh my god , movie review were never so honest and amazing 😉😉😉😉",NAG,NGEN
C7.125,"do you know pratik sir movie was awassom but somewhere it has become
bluckbuster just becouse librels protest and negative review .",NAG,NGEN
C26.27,Very nice job my brother JAHANGEER..... SALUT TO YOU,NAG,NGEN
C4.1734,"Thank you bhaiya for approving my post in facebook mensutra 😊 its make me feel
good i love your videos it helped me following since last year...",NAG,NGEN
C10.147,"Reading the subject, i just came here to like the video",NAG,NGEN
C32.130,Strong message to society,NAG,NGEN
C25.555,This is not about women this is about wife vs women,NAG,NGEN
C33.657,"You are illitrate people. Hahah supreme Court didn't approve same sex
marriage. It just allowed sex in privacy and you can happily walk on the road
with your partner.",CAG,NGEN
C4.1373,Well said bc 👌👌♥️,NAG,GEN
C10.227,This woman is terror for any country 🤔 she don't deserve to be in India,NAG,NGEN
C36.385,"Good decision bipin rawat sir....  
Gay will blow the job of male army...",NAG,GEN
C4.1177.2,Yes,NAG,NGEN
C4.1184.3,Even these things are illusions.,NAG,NGEN
C4.504,If man thinks without any involvement of sex the world would be different,CAG,NGEN
C63.77,Tnx,NAG,NGEN
C9.152,"Arundhati Roy the commie naxal , favourite of Pakistani tv channels can say
Ranga Billa as she is free to express her opinion ( in OUR Bharat ) but the
address ? Rajdeep conveniently ignored it ! Why ? Behn lagte hai kya !!!
Bloody urban naxal.",OAG,NGEN
C7.792,"Sir....ur views and Lakshya Chaudhury's views
matched.....Awesome...Sir.......I loved ur review and film as well",NAG,NGEN
C4.1766,"This review is more raw and more entertaining than the movie itself😂😂. Kash
yea review 3 ghante ka hota",NAG,NGEN
C7.798,I'm agree with you bro.💪,NAG,NGEN
C7.740,"Everything is good but bro how would you take if kabir Singh was a Muslim??  
Just asking. This is gem of a movie I accept it",NAG,NGEN
C33.206,Omg 😅😅🤣,NAG,NGEN
C4.767,"I was very curious about the way this film became so famous so thought of
watching when it premiered in tv.
I got bored by interval.
I am really shocked how this movie was liked by so many people.
I agree with you this movie is far from reality and this feminist arguments
are also senseless.
I didnt like it a bit ya seriously.",CAG,NGEN
C4.659,"Absolutely right Man... Bollywood has fooled the generation...we are trapped
and don't want to realise that Bollywood is a core objectification of men and
especially women....and there chutiya launde, who are good for nothing but
able to buy a movie tickets, dreaming themselves as Kabir Singh and want to
replicate his actions in society....

I could not imagine what will happen when all youth turned to be kabir Singh
as this is what movies want to show..

At the end, thank you a ton for making this video and I really appreciate your
efforts to give some sense to the unguided youth....keep continuing your best
work ...I want to see one billion/💯 crore subscription for mensutra....I am
highly recommending your channel to my friends n family and to all
youth....best of luck and lots of love...",CAG,NGEN
C7.723,"But 99% liberals are praising this movie. Only so called feminists hv problems
with this movie. Do not confuse ppl for ur agenda man.",NAG,NGEN
C7.748.4,I hope u didn't watched whole video,NAG,NGEN
C33.801.1,Thankyuuu 😊,NAG,NGEN
C32.79,Not a good msg,NAG,NGEN
C55.106.1,"M

.",NAG,NGEN
C4.1184.2,Same,NAG,NGEN
C7.1757,U Are Great Sir G,NAG,NGEN
C33.199,"It's a good idea to control population. People are doing sex because little
pleasure is attached to it. Do something different for pleasure at the same
time consiosly control population. Don't marry, enjoy the life you want it
that's all matters.",NAG,NGEN
C4.1349,"[14:01](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=14m01s) ga**d marao
bhosdike damn true brother 😂😂😂😂😂😂😀👍👍👍",NAG,GEN
C55.170.1,@MAHBUL ALAM Thanks,NAG,NGEN
C59.752,"Thanks bro for the video, I really love it..",NAG,NGEN
C10.517,"More we look at this woman Arundhiti , Am convinced , she is the reincarnation
of Ravan's sister Supernkha..",CAG,NGEN
C7.581,"In the movie, Kabir Singh has slapped one woman. In real life, Kabir Singh has
slapped hundreds of feminists who are just not able to come to terms with his
masculinity.",CAG,GEN
C55.184.2,Leave ur wife,OAG,NGEN
C7.2444,"We should not judge movies and we do not need to follow fictionalized
characters",NAG,NGEN
C7.813,Most honest words... 👍,NAG,NGEN
C7.2370,<https://youtu.be/C-lRyevxevA>,NAG,NGEN
C4.1475,One review for JOKER plz🙂,NAG,NGEN
C4.1295,Love you Bhai....❤️ You are creating a real men out of us....,NAG,NGEN
C10.301,"Why the fuck she is not in the Jail yet? Talking against sovereignty of India
in public is a punishable offence under law.",NAG,NGEN
C4.2065,2videos in 1 day holy shit!,NAG,NGEN
C61.1199,Ranu madafukker,OAG,GEN
C32.60,Any part 1 through 15 or 16 for this movies???...,NAG,NGEN
C33.604,I know hindi,NAG,NGEN
C4.792.2,Joker was a hit in India,NAG,NGEN
C9.38,First rajdeep tried to defend her but he failed to do so.,NAG,NGEN
C7.1891,"omg u are a hypocrite. the movie is wrong and men like u are supporting. u are
an uncle, have thought like that only.",OAG,NGEN
C33.90,Nyc,NAG,NGEN
C7.2020,"These liberals and leftist are worse than Transgenders because till
Transgenders have some their morals but leftist and liberals don't have.  
They have to live with transgenders and should learn some lessons from them.",CAG,GEN
C7.268,"Sir you are awesome about everymovie.  
Sir you justify all part of movie  
Thank you",NAG,NGEN
C10.684,"arundhati roy opposed Amercian fight against Osama.....she is a threat to
india ...she is on ISI payroll n ISIS who supports jehadi...",OAG,NGEN
C44.237.1,Right,NAG,NGEN
C7.1590,"Wow bro, u describe all point clearly, ur vedios should watch critics who blam
Kabir Singh.  
Great reviews 👌👍",NAG,NGEN
C26.348,"Although no studies have been done for studying domestic violence against men,
yet the National Crime Records Bureau in its analysis of suicide data for year
2008 and the decade 1998 - 2008 has come up with some heart - rendering
revelations. It has published that almost 24% of suicides are directly due to
domestic dispute, family problems and related stress. In the year 2008 57639
married men committed suicide 24% of which works clo",NAG,NGEN
C4.2032,"You must have noticed so many guys who did tiktok videos on kabir singhs
violent character as they are very insecured about their masculanity",NAG,GEN
C7.1548,Well said Sir,NAG,NGEN
C4.132,"Falling in love at first sight basically means that you are a really horny &
shallow person.",CAG,NGEN
C32.137,Awsm acting👌👌nd movie,NAG,NGEN
C26.252,salute to this man..did the right thing,NAG,NGEN
C4.1845,"I know Shwetabh is not going to read these comments. But I just want to share
my view.",NAG,NGEN
C59.2037.1,DAvid Warner,NAG,NGEN
C4.1082.3,"Except political biased, i like his every review",NAG,NGEN
C4.1809,I totally agree with u,NAG,NGEN
C4.221,"I literally had an extended debate with a lot of people on insta who were
defending the movie and the character, Kabir singh. We often forget that
movies are very impactful. It's alright to make a movie on a disturbed,
alcoholic and abuser man but to defend and sympathize with the character is
wrong. Also, a lot of people got inspired by the toxic masculinity and I'm not
just blaming boys but girls as well who constantly defended movies and
characters like thess and saw no problem with how negatively it can impact our
minds",NAG,NGEN
C4.1165,Superb Review #$hwetabh bhai......👌👌👌👌👌👌,NAG,NGEN
C10.396,"AND BETTER ......IF THESE PEOPLE DOESN'T PARTICIPATE IN POPULATION COUNT OF
2021. SO THAT THEY WILL THEMSELVES BECOME NON CITIZEN.",NAG,NGEN
C63.117.1,Miw,NAG,NGEN
C7.187,"Why do people take movies so seriously?? Haha.... Just grab popcorn, watch the
movie, enjoy and fuck off.",CAG,NGEN
C7.770,"Fake Feminists r the followers of napoleon's wife that suck they really
destroy womanhood",OAG,NGEN
C9.289,Rajdeep is such a shame....such a spineless person...,OAG,NGEN
C26.109,Great job well done,NAG,NGEN
C68.1251,Yes sakar .all is man.vogoban.,NAG,NGEN
C4.201,"After so long. Finally satisfied with the Analysis of this shit movie. All
this time these all thoughts were shouting in my head.  
The two parties both Radical male and female feminists had shit on this topic
so much but didn't give any clear picture and impact.  
You earned my respect bro",NAG,NGEN
C4.2214,"Finally, Discussed about this Movie.",NAG,NGEN
C59.2286,Very nice Boss 🤩,NAG,NGEN
C4.2130,"Article 15  
Tashkent file  
Mulk  
super 30  
Uri  
Some decent movies...",NAG,NGEN
C7.2120.1,"Initially he talks about hindu and other topics ......  
What about background music, cinematography, music, character....",CAG,NGEN
C26.347,"brutally on the men leaving them to fend for themselves on their own. Even the
courts have an anti - men and a step - motherly attitude towards men what with
the Honorable Delhi High Court observing, ""Though men are victims of violence,
such incidences are few and far between, thus ruling out the possibility of
protection from the parliament"", while dismissing a petition challenging the
constitutionality of the Domestic Violence Act as it violates Article 14 of
the Indian Constitution",NAG,NGEN
C4.392,At least URI was true nationalist movie,NAG,NGEN
C10.53,She's the sister of Mamata,CAG,NGEN
C4.1630,How many of you wants to see Shwetabh bhai as a director of Bollywood movie?,NAG,NGEN
C4.2087.1,Ani al sound man very funny. <https://youtu.be/gzx1AmIkZbc>,NAG,NGEN
C4.2198,"Please vaiya make a video on Shaadi main jaroor aana..
It is related with everything you said bt some parts in it are a bit
unrealistic...
Love you vaiya❤❤",NAG,NGEN
C4.1480.1,"@Avinash Shukla Hindu gods were born 5000 years ago as well.. so there is no
point in arguing about gods. But i agree hinduism has got lots of wisdom to
provide. You should give importance to that than gods.",NAG,NGEN
C7.1643,Loved it,NAG,NGEN
C10.435,"Why,, this Lady is free send her jail.. . don't popular her.",NAG,NGEN
C7.2536,Totally Agree with your analysis..👍,NAG,NGEN
C26.291,"He did the right thing... There is no option to help Men protest under law, so
crime is the only option which was left to him... Either Section 498a should
be revoked or such crimes will continue in society..",NAG,NGEN
C33.493,I am gay and proud of it.,NAG,NGEN
C58.256,Please close this chapter.. very disgusting lady..,OAG,NGEN
C63.158.2,Decent,NAG,NGEN
C4.382,"Bollywood Kabir Singh
Swetabh gangwar bhosdike
Most genuine channel on YouTube",CAG,GEN
C68.50,M from tripura.. You are right....,NAG,NGEN
C7.173.1,"""We are a generation of men raised by women, i don't think a woman is the
answer we need""\- Brad Pitt (Fight club)  
Feminists would be like ' how dare he say that, women are the lifesource of
men & its
disrespectful....[#metoo](http://www.youtube.com/results?search_query=%23metoo)
[#destroyManhood](http://www.youtube.com/results?search_query=%23destroyManhood)",CAG,NGEN
C26.208,salute for him,NAG,NGEN
C33.351,so funny,NAG,NGEN
C7.2570,"Plz review sir  
Interstellar  
Old boy  
Gangs of wassepur  
No county for old men  
Godfather 1.2  
Fightclub  
Silence of the lambs  
Memento  
Django Unchained  
Slumdog millionaires  
Inglorious basterds  
Se7en  
Departed  
The revenant  
Inception",NAG,NGEN
C59.1812,Wao bro...,NAG,NGEN
C26.318,"If People think court and police station can solve your problem then you have
to develop extreme patience.. Else, incidents like this will be common. Noboy
can bear the pain of a false 498a.., 52,000 men have committed sucide as per
statistics. Its such cruel. Supreme court itself says that 498a is a legal
terrorism.. i think this is one way the brave guy faught against terrorism",NAG,NGEN
C7.991,Love it,NAG,NGEN
C4.2008,"Bhai review the movie RX 100  
Bahut realistic movie hai.",NAG,NGEN
C7.1692,"Its not movie its my life that's why I don't have courage to see it and
watching its story here .",NAG,NGEN
C7.2262,True words ❤👍,NAG,NGEN
C4.14,"Arre bhai... [7:42](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=7m42s)
funniest line of video  
😂😂  
Truly appreciate your raw analysis.",NAG,NGEN
C68.1160,She is a very good bager in the world.,NAG,NGEN
C33.431.1,Thankyou so much for your support and valuable comment and love,NAG,NGEN
C26.138,"I'm also victim of false 498a case. Great job man. God bless you. You are my
hero.",NAG,NGEN
C32.58.2,"Cm to me dear, im a sexxi botm boy, i will give yu sexxi drink too in my bed
dear... Call me on 7045495339, im in mumb...",NAG,NGEN
C4.447,"Bollywood is basically 10 percent people want ro set a narrative of this
nation that nobody with a brain wants",CAG,NGEN
C59.1704,Nich bro.,NAG,NGEN
C10.575,"What a joke, this lady not sure who she is should be behind bar.",NAG,NGEN
C59.1682,nice dada,NAG,NGEN
C7.103,"Preeti and Kabir singh relationship is an outrageous dominative abusive
relationship",OAG,NGEN
C33.329.3,@daisy Kapoor Good morning,NAG,NGEN
C10.347,Kapil is such a ignorant person.,NAG,NGEN
C38.746.1,"Scorer Scored me but not interested in guys at all so please get a sex change
operation or get yourself the tag of trans woman then we shall talk bye",NAG,GEN
C4.215,Level of observation and criticism!! 10000!!,NAG,NGEN
C68.1289,good👍👍👍👍👍👍,NAG,NGEN
C10.382.1,I think her mentality is same as ranga birla,NAG,NGEN
C7.502,Your right sir,NAG,NGEN
C38.112,"I THINK ONLY GAYS AND LESBIANS ARE LEGAL. NOW RULE OF U N I V E R S E HAS BEEN
CHANGED. NOW MALE AND FEMALE RELATIONSHIP IS ILLEGAL. NOW U N I V E R S E
SAYS."" ON THIS PLANET THIS NEW SYSTEM HAS BEEN LAUNCHED""...NO SEXUAL CRIME
LIKE RAPE WILL OCCUR IN THIS NEW SYSTEM...EVERY GAY AND EVERY LESBIAN WILL
ENJOY THEIR SEX LIFE...LIKE KISSING.",NAG,GEN
C4.2243.1,Get out..,OAG,NGEN
C10.324,shame on you R tv🤮.. you stop misleading the innocent citizens,NAG,NGEN
C38.411,"Tht uncle who is shown at
[0:52](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=0m52s) looks like those
uncle pedo's who fucks lil boys from his family.",CAG,GEN
C4.2144.3,Damn true 👏👏,NAG,NGEN
C4.1376,I used to think that iam a chutiya who disliked the movie..... until now,NAG,NGEN
C55.36,Ladies are criminal prone.,OAG,NGEN
C9.311.1,@Vijay Sharma 😅😅👍,NAG,NGEN
C4.265,"toxic masculinity and pseudo feminism is garbage in this society all we are
just killing each gender",OAG,NGEN
C4.892,Sir you got to review Mukkabaz!!,NAG,NGEN
C33.423,"thank you so much call boys understanding some girl not forcing to life
partner",NAG,NGEN
C10.745,"So, what do they want?! Every Tom Dick and Harry from anywhere in the world
should be given citizenship of our country? Aise kaise banenge developed
nation some day? Of course the government needs to keep a track of the
population aur kahan se aye hain. Any reasonable person would understand this.
Arundhati is a total bitch. She seems mentally unstable. And who are these
idiots cheering for her?! Beyond disgusting",OAG,NGEN
C10.773,Wow! She looks like a deranged homeless person!,CAG,NGEN
C4.1184.1,You talk like a child.,NAG,NGEN
C4.61,"3 idoits ❤
Taare zameen paar❤
These too movie is my favourite❤❤",NAG,NGEN
C10.700,Send arundathi to Pakistan,NAG,NGEN
C10.1347,"See the rotten face arundhati roy with Stinking ideas spreading odour all
around. Even pig look beautiful than this aged sow.",NAG,GEN
C4.629.1,"We are proud of Sohum Shah to make such good choices and that actor reminds me
of you.",NAG,NGEN
C68.180,100℅right,NAG,NGEN
C7.1143,"It's a love story of two Chutiyass and a true friend who always supports you ,
also in worst phase of your life EVEN you are a total asshole .",CAG,NGEN
C10.504,"Arnab, its good to expose the pseudos. However, NRC will be a big flop show as
the bureaucracy is corrupt, and they'll goof up the whole exercise. I however
support CAA as the people who took shelter in India due to religious
persecution cannot go back, especially Hindus.",NAG,NGEN
C4.180.1,You forgot about god gifted people,NAG,NGEN
C7.1144.1,congratulations!! Drink some soy milk beta male libtard.,CAG,NGEN
C10.181,"Is debate about citizenship of India is nothing but a waste of time it is only
to provoked the sentiments of the minority community and arab Goswami is one
of the key players in thinking that his views are genuine rather than giving
the opposition to speak you should close down your channel is not worth
watching with stupid debate",NAG,NGEN
C4.256,I don't know really people have very poor choice,CAG,NGEN
C4.512,"Movie is all crap!!.... But Shahid's acting is all i like in it!!!.... Raddi
story...",CAG,NGEN
C68.474,Right talk,NAG,NGEN
C33.632,Osam vodeo guyz😍,NAG,NGEN
C7.1356,Sucharita from film companion,NAG,NGEN
C63.152,Copy,NAG,NGEN
C4.1158.4,Coz it has the worst story ever,NAG,NGEN
C4.847,This is a genuine person and his point of view,NAG,NGEN
C10.196,"Shame to Arundhati Roy. She should be kept in jail or under house arrest.
Otherwise she will damage our integrity seriously!",NAG,NGEN
C4.2193,1st comment bhai,NAG,NGEN
C7.1983,feminism is a cancer,OAG,NGEN
C4.2222,No views??,NAG,NGEN
C63.98,Mlc,NAG,NGEN
C7.1025,"Sir...u r right!...  
Totally agreed with each nd every point!...👍👍👍",NAG,NGEN
C7.2082,"You are a hipocrit. There is a difference between feminism and feminizi.
Please know the difference between them and then talk. You have certain
mindset of howa woman should be and all, i just wanna say to men like u ,if u
r nt Ram dont look for Seeta. Everyone has right to live the life they wont bt
they Should nt be abusive and try to control othi just wnat k say
-[#metoo](http://www.youtube.com/results?search_query=%23metoo) movement was
not only for women bt for all the victims be men or women against any culprit.
If movies like veera di wedding is vulgar and absurd, all movies which
glorifying male patriarchy, abusiveness, and drugs should be condemned too.
Anything which glorifies wrong doing and promote such vile behaviour are
vulgar coz they are worse and give wrong notion to the youth that being
abusive and promoting control over someone is a right.  
Real men are wonderful, they never abuse woman for cheap publicity. I respect
them truly.coz of them also women are getting opportunity and respect, but
hipocrit men make of fun of them coz the cant competee with the real men",OAG,NGEN
C9.35,"Arundati Roy, calls all the protestors Rapist",NAG,NGEN
C4.2248,"Bhai phod raha hoon subeh se.. 7 ko gym phir college, cardio, meditation and
now deep study 🔥",NAG,NGEN
C4.2100,First person to watch whole video without skipping a shit😛,NAG,NGEN
C4.258,"I agree with you on the movie Kabir Singh but to say only Indians copy what
they see in movies and blaming Bollywood is wrong.Movies and shows have a
great impact on society around the world.When 'The Exorcist' released in
1973,it had such a cultural impact.There is a documentary made on it.People
flocked in theaters to watch that film only because it got word of mouth
publicity for being the scariest movie of it's [time.It](http://time.it/) was
banned in several places but people still took buses to watch the movie in the
next town.The show 'Game Of Thrones', 'Breaking Bad' and 'Dexter' had a lot of
impact on people.They have fan clubs for superhero movies.A lot of people were
committing murders after watching 'Dexter' series.'Gone Girl' inspired a lot
of people to commit similar crimes.'Titanic' had that same effect on people
who were gushing over 'Jack & Rose' romance.K-Pop and K-drama has forced a lot
of women around the world to believe in fairytale romance and they are all
travelling to Korea to find a Korean bf/husband.Japanese manga and anime has a
huge cultural impact on people around the [world.So](http://world.so/),I
personally believe that you are being a little too harsh on Indians for loving
Bollywood.Most Indians are middle class or lower middle class people who are
struggling in their daily life.Sometimes reality is very harsh so they watch
these over the top movies to escape their reality.I do agree that these
cliched romance movies are very misleading and men and women both fall for
these fake stories.",NAG,NGEN
C7.1047,I cried when I watched the movies,NAG,NGEN
C7.2342,Feminists 👎👎,NAG,NGEN
C32.81.5,@Puneet Beniwal u from,NAG,NGEN
C33.233.1,Thankyou,NAG,NGEN
C9.162.3,Seems you are illegal bangldeshi,OAG,NGEN
C10.57,"Kasturi is backing lunatic AR saying Range and Billa to be Rajanikanth's super
hit movies. It's not about Range and Billa it's about misleading and
misguiding people to comment offences. 😑",NAG,NGEN
C63.83,Jghk,NAG,NGEN
C4.1125,That's why i never watch bollywood movie,NAG,NGEN
C26.325,"This nation is in pit of shit. Indian is the cesses pit capitol of the world.
This view is not only my but is the view of most people’s view that stand
outside of India and see what India really is. Indian woman wants to become
like western woman but given the chance cant handle the freedom given which
then end up in this kind of situation. God help man. Largest democracy in the
world my ASS. I bet Indian woman don’t know the meaning of democracy.",NAG,NGEN
C4.452,"You're watching the movie in a completely negative way. I get it that it does
have a negative impact, but you're not giving a balanced analysis.",CAG,NGEN
C7.1194,Sir please review one punch man,NAG,NGEN
C7.2330,Awsome insights bro....but plz give spoiler alert,NAG,NGEN
C33.536,NICE GUYS...😍😍😍,NAG,NGEN
C7.1496,"I think ye banda apne views badhane k liye aise reviews deta hai.. I mean all
the time he links everything to hindutva and feminism",CAG,NGEN
C7.2045,"Dear Pratik, when i saw your movie review on Arjun Reddy, me and my wife saw
Arjun Reddy. Till date its one of our fav. Movie. Accordingly we watched kabir
singh and loved every bit of the movie. We felt bad when suchitra tyagi and
rajeev masand gave bad reviews for the film. The sad part was they didnt
understand the kabir singh or arjun’s reddy charecter. The points you
mentioned in the review totally justify charecter’s intention. Nicely
analysed.",NAG,NGEN
C59.1810,Sutapa mandal (Bangladesh) is best than ranu mandal,NAG,NGEN
C45.631,Bhai next to part video,NAG,NGEN
C7.215,<https://youtu.be/vlKH91yXuaM>,NAG,NGEN
C7.1214,"U lost the huge respect From my side...  
Can't agree with you sorry....just think this person treats your daughter with
the same abusive behaviour to show his masculinity & madness..it doesn't
justify someone's illogical rudeness & forcefully making relationship bczz he
wants that girl..woww...& U r saying is this really good?? U can't justify
this character dear..bcz if u like ""KABUR SINGH "" Character then may b u also
support the boyfriend/ husband who does domestic violence infct may b now u r
starting to support the people who forcefully making relationship with girls
bcz he likes her..really??? Today reaalllly surprised to see ur thoughts..U wr
my favourite reviewer..but today u lost respect from me.If any girl will be in
the same situation in real life in the college then That Kabir singh will be
in the jail..  
Worst movie..WORST CHARACTER IN BOLLYWOOD - KABIR SINGH.👎👎👎👎",OAG,NGEN
C4.1709,Sucharita tyagi will love this take!,NAG,NGEN
C32.161.2,aryan dubey hii,NAG,NGEN
C33.479,lol video,NAG,NGEN
C59.2097,Nice pro,NAG,NGEN
C43.1,"As a citizen of india...
Tr is nothing to b happy here
Putting your thing to wrong hole
And some people putting wrong thing to your hole 🤣🤣
Just kidding.... I don't have any right to judge or disturb other freedom...
It just me born in wrong generation 😭🤣🤣",NAG,GEN
C45.758.2,"@Sampa Paul , would you please give me your IMO or whatsapp number? I want to
chat with you.",NAG,NGEN
C4.121,"Just what you need... when you watch a hyped movie and you are the only person
who see absolute nonsense in the characters of the leads... and when you speak
the same to people around it’s all about Shahid ki movie thi.. absolute
rubbish ideas being served in the society via movies....",CAG,NGEN
C4.1870,"I can hear to this guy 24×7 😂😂 wow man just loved this  
You should review every movie like this",NAG,NGEN
C7.2049,Best reply to sucharita tyagi the fake feminist,CAG,NGEN
C10.544,"More one hears more one starts to wonder why she has come to lndia......to
insult us. Was she related to them...????",NAG,NGEN
C10.257,"All what is happening within the parliament now with a majority on a religious
lines is unconstitutional and should be stopped by whatever means. In a
country with secular constitutuon you cannot let this happen and only way you
can bring down the Modhi, Amit and Swamy clan is by civil disobedience.",NAG,NGEN
C7.2524,Osm review bhai .. lots of love from punjab❤,NAG,NGEN
C9.280,"Name Ranga  
Name Billa  
Adress Pm Nivas😂😂😂😂😂",NAG,NGEN
C33.617,wow nice video !!,NAG,NGEN
C26.324,"The problem is that Indian woman know how to act as a good women/wife as long
as its serves her purpose then after her need are met she will show her true
colours. A real devil will come out.",NAG,NGEN
C4.1504,"What do you think abt animes?  
I watched only one series named deathnote and i really lile that please review
that!",NAG,NGEN
C4.878.4,me too,NAG,NGEN
C9.52,"If lallantop has to grow, it has to let Rajdeep go..",NAG,NGEN
C4.1804.3,@Truthshallsetyoufree me,NAG,NGEN
C33.169,Vvvvvvvvnice,NAG,NGEN
C26.336,"It’s a weapon to woman to legally abuse a man without the woman getting in
trouble with the law for abuse. Is the politicians so desperate about making
love to woman that they will put up with this kind of law?",CAG,NGEN
C7.2451.2,Filmy Deewane I totally agree,NAG,NGEN
C10.254,"For the shake of jezus ..😂😂😂😂😂😂 rice bag converted name of that shit
Hindu..&$$&&#&$",NAG,NGEN
C7.1598,Best review ever...keep it up..,NAG,NGEN
C7.381,Good job man I'm With you,NAG,NGEN
C25.506,ravish Kumar doesn't know the ABC of journalism,CAG,NGEN
C7.740.1,"Pratik Borade I asked how would you take if kabir Singh is Muslim not how he
will go 😂😂",NAG,NGEN
C7.1971,"Bhai..... I wonder how shameless those people are.... Every attempt of theirs
is failing....  
Like, uri blockbuster despite they rejected..  
Kesari is a hit, again kabir singh going to superhit which they are
defaming...  
These librandus are failing miserably...  
Thank God BJP came to power 2nd time...",OAG,NGEN
C4.1271,"**_Damn true..every single word..Person who speaks what is truth instead of
what people wants to hear_**",NAG,NGEN
C7.173,Imagine fight club has been released now. What could be feminists reactions?,CAG,NGEN
C10.19,"She is like , Street dog. Ignore these fools...",NAG,NGEN
C33.662,New innovative cool,NAG,NGEN
C4.588,"Sir i would say you should make some movies on this topics it will help many
of the people who are suffering from this stuffs. You can educate the youth
from that and Bollywood also as well!!",NAG,NGEN
C4.763,Super sir.......you really doing best work for youth. Thank you so much sir.,NAG,NGEN
C59.768,Guru u r right 👍😂😂😂,NAG,NGEN
C33.765,osm bro good job,NAG,NGEN
C7.1358,Please review agent sai sreenivasa athreya telugu movie,NAG,NGEN
C10.547,Lock her up!!?,NAG,NGEN
C10.167,dissent with decency . wrong logic of this lawyer shankar ms ??!!!,NAG,NGEN
C33.1,I want to be a transwoman for my love 😘😘😘,NAG,NGEN
C4.884,"Chutye sanju ke bare me kuch nahi bola it is Just a movie watch it and leave
it",OAG,NGEN
C36.713,"If homosexuals are allowed ..then they may indulge theirselves in various
sexual activities with their fellow soldiers !!! The main agenda and
concentration of the army men can get deviated !! I entirely support his
statements",NAG,GEN
